index,character,episode,line,season,show,characters_spoken,words_spoken
22797,Elaine,117," Yeah,               but why? I mean, ya know.",7,Seinfeld,46,7
22798,Jerry,117, I know.,7,Seinfeld,8,2
22799,Elaine,117, Ya know?,7,Seinfeld,9,2
22800,Jerry,117," Yeah, I               know.",7,Seinfeld,28,3
22801,Elaine,117," Huh, lookit,               you got the new catalog.",7,Seinfeld,52,7
22802,Jerry,117," Yeah, you               wrote a good piece on the Himalayan Walking Shoe.",7,Seinfeld,74,11
22803,Elaine,117," Too good.               Peterman was so pleased, now he wants to take me out to",7,Seinfeld,80,14
22804,Jerry,117, Why would               I wanna do that?,7,Seinfeld,41,6
22805,Elaine,117," Oh please,               Jerry, please please please, I can't sit with him, he tells",7,Seinfeld,85,13
22806,Jerry,117," Yeah, sounds               like fun.",7,Seinfeld,37,4
22808,George,117, Why? Why               is my code so important?,7,Seinfeld,48,7
22810,George,117, Well I'm               sure you have secrets from me. I don't know anything about,7,Seinfeld,82,13
22812,George,117," Yeah,               I never know what's going on there.",7,Seinfeld,56,8
22814,George,117, Please.,7,Seinfeld,8,1
22816,George,117, We're               out of Bosco!,7,Seinfeld,34,4
22817,Jerry,117," Howbout               this, come one down to Leapin' Parry's if you can beat our",7,Seinfeld,81,13
22819,Jerry,117, No I don't.,7,Seinfeld,12,3
22823,Jerry,117, You know               what? I'll be with you in a minute.,7,Seinfeld,59,10
22825,Jerry,117," Larry,               wait, you don't understand!",7,Seinfeld,49,5
22826,Kramer,117," I just               came from Leapin' Larry's. Making fun of crippled people, is",7,Seinfeld,82,12
22827,Jerry,117," I didn't               do it on purpose, my foot fell asleep.",7,Seinfeld,62,10
22828,Kramer,117," Oh, oh               your foot fell asleep.",7,Seinfeld,44,6
22829,Jerry,117," Ya know,               the guy has one leg and he still calls himself Leapin' Larry,",7,Seinfeld,85,14
22830,Kramer,117," Well,               you just joked yourself right out of that commercial, didn't you,",7,Seinfeld,86,12
22831,Jerry,117, Yup.,7,Seinfeld,5,1
22833,Kramer,117," Boy, look               at that. Se that's that fire I was listening to yesterday.",7,Seinfeld,83,13
22834,Jerry,117," Wow, the               whole building burned down.",7,Seinfeld,51,6
22835,Kramer,117, They just               don't know what street to take. You remember that time I got,7,Seinfeld,85,14
22836,Jerry,117, Of course.,7,Seinfeld,11,2
22837,Kramer,117," It's all               up here, Jerry. All up here. It's innate.",7,Seinfeld,65,10
22838,Jerry,117, The amazing               thing is you never have any place to go.,7,Seinfeld,67,11
22839,George,117, Where               we gonna eat?,7,Seinfeld,34,4
22840,Jerry,117, We're gonna               meet Elaine and Peterman at the Chinese place.,7,Seinfeld,73,10
22841,George,117, Peterman?               Nobody mentioned anything about Peterman.,7,Seinfeld,66,6
22842,Jerry,117," Of course               not, if I did would you have gone?",7,Seinfeld,59,10
22843,George,117, No way.,7,Seinfeld,8,2
22844,Jerry,117, There you               go.,7,Seinfeld,28,3
22845,George,117, I don't               even know Peterman. How the hell am I gonna relax? I'm gonna,7,Seinfeld,83,14
22846,Jerry,117," Trust me,               you're off.",7,Seinfeld,36,4
22847,Elaine,117," Oh, hi               Fred.",7,Seinfeld,27,3
22849,Elaine,117, It's Elaine.,7,Seinfeld,13,2
22851,Elaine,117, How ya               doin'?,7,Seinfeld,28,3
22853,Elaine,117," Yeah,               that's too bad.",7,Seinfeld,36,4
22855,Elaine,117, Hmm. I               never take them.,7,Seinfeld,38,5
22857,Elaine,117," Yeah!               Yeah, that's right, you remembered!",7,Seinfeld,56,6
22859,Elaine,117, Hmm. Tonight.,7,Seinfeld,14,2
22861,Elaine,117," No, no               no no, none that I can, um, remember.",7,Seinfeld,59,10
22862,Jerry,117," ...Alright,               you're locked up in a prison in Turkey, I have your wallet. ",7,Seinfeld,87,13
22863,George,117, Call the               Embassy.,7,Seinfeld,32,3
22864,Jerry,117, They're               closed.,7,Seinfeld,30,2
22865,George,117, Why?,7,Seinfeld,5,1
22866,Jerry,117, Bomb threat.,7,Seinfeld,13,2
22867,George,117, We're               in Turkey?,7,Seinfeld,31,3
22868,Jerry,117," Midnight               Express, my friend.",7,Seinfeld,43,4
22869,George,117, My card               won't work there; they're not on the Plus system.,7,Seinfeld,72,11
22871,Jerry,117," Yes, hi,               Mr. Peterman. This is, uh, George Costanza.",7,Seinfeld,67,9
22874,Jerry,117," Well, is               Elaine here?",7,Seinfeld,36,4
22876,George,117, What's               going on? He still wants to have dinner with us?,7,Seinfeld,70,11
22877,Jerry,117, Without               Elaine? What for?,7,Seinfeld,40,4
22878,George,117," What,               is he crazy?",7,Seinfeld,33,4
22879,Jerry,117," We gotta               get out of here. Come on; weave your web, liar man.",7,Seinfeld,75,13
22880,George,117," I've got               nothing, I-I-I-I'm blank.",7,Seinfeld,49,5
22881,Jerry,117," George,               what's the matter with you?",7,Seinfeld,50,6
22882,George,117, I'm choking!,7,Seinfeld,13,2
22884,Jerry,117," Actually,               you know I just remembered I promised this comedy club that",7,Seinfeld,84,12
22888,George,117, Howbout               sports? Do you follow sports?,7,Seinfeld,52,6
22890,George,117," You know,               this is very nice, but I really could take a cab. Really.",7,Seinfeld,82,14
22893,Jerry,117, I can't               believe you blew us off; we were doing you the favor.,7,Seinfeld,76,13
22894,Elaine,117," Well,               Fred asked me out.",7,Seinfeld,39,5
22895,Jerry,117, Fred?,7,Seinfeld,6,1
22896,Elaine,117," Yeah,               and then he stood me up. I don't get this guy.",7,Seinfeld,67,12
22897,Jerry,117, You see               what's going on here? You're attracted to him because he can't,7,Seinfeld,85,13
22898,Elaine,117, I am?               But that's so sick.,7,Seinfeld,40,6
22899,Jerry,117, That's               God's plan. He doesn't really want anyone to get together.,7,Seinfeld,80,11
22900,Elaine,117," Anyway,               so how was the dinner?",7,Seinfeld,45,6
22901,Jerry,117," Well, when               I heard you weren't coming I made up and excuse and got the",7,Seinfeld,85,15
22902,Elaine,117, What about               Georgie?,7,Seinfeld,34,3
22903,Jerry,117," Nah, he               didn't make it.",7,Seinfeld,38,5
22907,George,117," I'm, uh,               George Costanza. I was having dinner with your son.",7,Seinfeld,75,11
22909,George,117, Yeah.               What time is it?,7,Seinfeld,37,5
22911,George,117, Who?,7,Seinfeld,5,1
22913,George,117," Hi. I-I               really should be getting back to my fianc, you know, we, uh,",7,Seinfeld,83,14
22915,George,117," Oh, shhh.",7,Seinfeld,10,2
22919,George,117, Shut up!               Shut up!,7,Seinfeld,32,4
22923,George,117, You know               this whole thing never would have happened if you hadn't,7,Seinfeld,80,12
22924,Jerry,117, I did not               bail out on you. ,7,Seinfeld,42,7
22925,George,117, Well why               couldn't you include me in your excuse?,7,Seinfeld,63,9
22926,Jerry,117, Why didn't               you come up with your own?,7,Seinfeld,52,8
22927,George,117, I froze.               I think I'm losing it.,7,Seinfeld,46,7
22928,Jerry,117," Ah, c'mon.               Maybe you're just in a slump?",7,Seinfeld,55,8
22929,George,117," No, no.               I reached down and there was *nothing* there.",7,Seinfeld,68,10
22930,George,117, Now Peterman               wants me to go to the funeral.,7,Seinfeld,58,9
22931,Jerry,117," Oh, come               on, just tell me your code already. What is it?",7,Seinfeld,71,12
22932,George,117, I am not               giving you my code.,7,Seinfeld,43,7
22933,Kramer,117, I'll bet               I can guess it.,7,Seinfeld,39,6
22934,George,117, Pssh.               Yeah. Right.,7,Seinfeld,33,3
22935,Kramer,117," Oh, alright.               Yeah. Uh, let's see. Um, well, we can throw out",7,Seinfeld,75,12
22936,George,117, Huh?,7,Seinfeld,5,1
22937,Kramer,117," You're               a portly fellow, a bit long in the waistband. So what's your",7,Seinfeld,82,13
22938,George,117, Get out               of here.,7,Seinfeld,31,4
22939,Kramer,117," Oh you               may stray, but you'll always return to your dark master, the",7,Seinfeld,82,13
22940,George,117, I'm leaving.,7,Seinfeld,13,2
22942,George,117, I gotta               go.,7,Seinfeld,26,3
22943,Kramer,117, If you               could you'd guzzle it by the gallon! Ovaltine! Hershey's!,7,Seinfeld,79,11
22944,George,117, Shut up!,7,Seinfeld,9,2
22945,Kramer,117, Nestl's               Quik!,7,Seinfeld,28,2
22946,George,117, Shut up!,7,Seinfeld,9,2
22947,George,117, What was               that?,7,Seinfeld,29,3
22948,Elaine,117, What?,7,Seinfeld,6,1
22949,George,117, You just               checked your watch. Are you thinking of bailing on him?,7,Seinfeld,79,12
22950,Elaine,117, I got               a date.,7,Seinfeld,28,4
22951,Elaine,117," Oh, Mr.               Peterman.",7,Seinfeld,32,3
22953,George,117, Mothers               say things. My mother goes babbling on and on like a crazy,7,Seinfeld,81,13
22954,Elaine,117," Mr. Peterman,               you have my deepest sympathies. Unfortunately, I've",7,Seinfeld,80,9
22956,George,117," Uh, yes,               actually we-we both do.",7,Seinfeld,47,6
22957,Elaine,117, I have               a personal commitment.,7,Seinfeld,44,5
22958,George,117," Well,               personal, I mean, we both uh...",7,Seinfeld,52,7
22960,Elaine,117, I'm speaking               at a women's' rights conference.,7,Seinfeld,60,7
22961,George,117," Yes, and               I'm speaking at a men's' conference.",7,Seinfeld,60,8
22963,Elaine,117, My pleasure.,7,Seinfeld,13,2
22966,Kramer,117," Hey, you               wanna come down the fire station with me?",7,Seinfeld,65,10
22967,Jerry,117, Fire station?,7,Seinfeld,14,2
22968,Kramer,117," Yeah,               I made a map of my shortcuts. I'm gonna rock their world! ",7,Seinfeld,79,13
22969,Jerry,117," Nah, I               gotta go down to Leapin' Larry's.",7,Seinfeld,55,8
22970,Kramer,117," Oh, so               he took you back.",7,Seinfeld,39,6
22971,Jerry,117," Yeah, we               straightened it out, all is forgiven.",7,Seinfeld,61,8
22972,Kramer,117," Well,               you know the important thing is that you learned something.",7,Seinfeld,80,11
22973,Jerry,117, No I didn't.,7,Seinfeld,13,3
22975,Kramer,117," Yeah,               and this is just the Upper West Side. Wait until I get to the",7,Seinfeld,82,15
22977,Jerry,117," Anyway,               thanks for having me back, and sorry about the misunderstanding.",7,Seinfeld,87,11
22979,Jerry,117, Oh sure.               ,7,Seinfeld,24,2
22980,Jerry,117," Uh, again?                I'll be right there. ",7,Seinfeld,48,6
22982,Kramer,117," Leapin'               Larry's? Hey, that's uptown. You gotta take Amsterdam.",7,Seinfeld,77,9
22984,Kramer,117," Are you               ok, cowboy? Where do you need to go?",7,Seinfeld,59,10
22986,Kramer,117," Well,               you'd better take it easy.",7,Seinfeld,47,6
22988,Elaine,117, Huh.,7,Seinfeld,5,1
22998,Kramer,117, It's Kramer!,7,Seinfeld,13,2
23000,Kramer,117," DeSoto's               down, but Cosmo's got the caboose.",7,Seinfeld,58,7
23002,Jerry,117, Beats me.,7,Seinfeld,10,2
23009,Kramer,117," Don't               worry, Cap, I can handle it!",7,Seinfeld,49,7
23010,Jerry,117, Kramer?,7,Seinfeld,8,1
23012,Jerry,117," Ah, that's               a shame.",7,Seinfeld,34,4
23017,George,117, I don't               have my ATM card.,7,Seinfeld,40,6
23021,George,117, What?!               Why?,7,Seinfeld,26,2
23024,George,117, But I-I-I-,7,Seinfeld,11,2
23028,George,117, Hm. Thanks.,7,Seinfeld,12,2
23030,Jerry,117, Oh my god.               Look at this.,7,Seinfeld,39,6
23031,George,117, Hm?,7,Seinfeld,4,1
23033,George,117," The Rogue's               Wallet. That's where he kept his card, his dirty little",7,Seinfeld,82,12
23037,Kramer,119," Hey, boys and girls. I need you both to sponsor me in the AIDS         walk.",7,Seinfeld,77,15
23038,Elaine,119, Is that tomorrow?,7,Seinfeld,18,3
23039,Kramer,119," Yeah, yeah, so...git-git...<gestures to Elaine to sign the         form.>",7,Seinfeld,74,9
23041,Kramer,119," Well, if I didn't do something I wouldn't be able to live with         myself.",7,Seinfeld,79,14
23043,Kramer,119," I tell ya, there's some people, they just wear a ribbon and they         think they're doin' something? Not me. I talk the talk, and I walk the         walk, baby. <gets up> I'll be right back.",7,Seinfeld,194,35
23044,Elaine,119, New jeans?,7,Seinfeld,11,2
23045,Jerry,119, Yeah.,7,Seinfeld,6,1
23046,Elaine,119, Still a 31 waist?,7,Seinfeld,18,4
23047,Jerry,119," Yep. Since college. <Looks at Kramer's AIDS walk list.>         Hey, Lena Small's on this list.",7,Seinfeld,96,15
23048,Elaine,119, Lena Small?,7,Seinfeld,12,2
23049,Jerry,119," Yeah, that girl I was gonna call for a date, she was unlisted...and         now here's her number.",7,Seinfeld,99,17
23050,Elaine,119," Oh, you're not gonna cop a girl's phone number off an AIDS charity         list!",7,Seinfeld,81,14
23052,Elaine,119, You're a taking person.,7,Seinfeld,24,4
23053,Jerry,119," That's why I should date a giving person. If I date a taking person,         everyone's taking, taking, taking, no one's giving - it's bedlam.",7,Seinfeld,143,24
23055,Jerry,119," Oh, I'll tell her I met some guy who knew her and he gave it to         me.",7,Seinfeld,76,17
23056,Elaine,119, What's he look like?,7,Seinfeld,21,4
23057,Jerry,119," I really didn't pay much attention, I'd just come from buying         a speedboat.",7,Seinfeld,83,13
23058,Elaine,119, You're buying a speedboat?,7,Seinfeld,27,4
23059,Jerry,119," See, we're already off the subject of how I got her number. <Elaine         laughs.> All I gotta do is get past the first phone call and I'm home         free.",7,Seinfeld,160,29
23060,Elaine,119, I don't know about that.,7,Seinfeld,25,5
23061,Jerry,119," So if Billy had gotten your number off the AIDS walk list, you         wouldn't have gone out with him?",7,Seinfeld,104,19
23062,Elaine,119, Well...,7,Seinfeld,8,1
23063,Jerry,119, Yeah. So you really like this guy.,7,Seinfeld,35,7
23064,Elaine,119, Very much.,7,Seinfeld,11,2
23065,Jerry,119, How's the...sexual chemistry?,7,Seinfeld,30,3
23066,Elaine,119, Haven't been in the lab yet. But I am birth control shopping         today. <Kramer overhears as he returns to the booth.>,7,Seinfeld,123,21
23067,Kramer,119, Are you still on the pill?,7,Seinfeld,27,6
23068,Elaine,119," Uh, Kramer...",7,Seinfeld,14,2
23069,Kramer,119," I'll tell ya, I think birth control should be discussed in an         open forum. ",7,Seinfeld,83,14
23070,Elaine,119," The sponge, o.k.? The Today sponge.",7,Seinfeld,36,6
23071,Kramer,119, But wasn't that taken off the market?,7,Seinfeld,38,7
23072,Elaine,119," Off the market? The sponge? No, no...no way. Everybody loves         the sponge.",7,Seinfeld,81,12
23073,Kramer,119," I read it in Wall Street Week...Louis, uh, Rukeyser.",7,Seinfeld,53,9
23074,Jerry,119," Hello, Lena? Hi, it's Jerry Seinfeld. How did I get your number?         I met a guy that knows you, he gave it to me...I don't remember his name.         Think it began with a W, maybe a Q. I wasn't paying that much attention,         I'd just come from shopping for a speedboat...",7,Seinfeld,283,51
23076,George,119, Not as thin as you think.,7,Seinfeld,26,6
23078,George,119," The tag, huh?",7,Seinfeld,14,3
23080,George,119," Let me tell you something about that tag. It's no 31, and uh...let's         just leave it at that.",7,Seinfeld,100,18
23082,George,119, He scratches off a 32 and he puts in 31.,7,Seinfeld,41,10
23084,George,119," Well, this is the Jerry Seinfeld that only I know. I can't believe         I just told you that.",7,Seinfeld,97,18
23086,George,119," Well, Jerry doesn't want anyone to know.",7,Seinfeld,41,7
23088,George,119, Where did you get that from?,7,Seinfeld,29,6
23090,George,119, I never heard of that.,7,Seinfeld,23,5
23092,George,119, I've coupled! I've coupled! ,7,Seinfeld,29,4
23094,George,119," This is totally different! That was my secret, this is Jerry's         secret! There's...there's attorney-client priveleges here! If I play it         by your rule, no one'll ever confide in me again, I'll be cut out of the         loop!",7,Seinfeld,238,37
23095,George,119, Hey.,7,Seinfeld,5,1
23096,Jerry,119, Hey. What's the matter?,7,Seinfeld,24,4
23097,George,119, I had a fight with Susan.,7,Seinfeld,26,6
23098,Jerry,119, What about?,7,Seinfeld,12,2
23099,George,119," Oh...<is about to tell Jerry, but reconsiders> ...clothing,         something, I dunno. So, uh, what are you doing today?",7,Seinfeld,122,18
23100,Jerry,119," I got a date with that girl, Lena.",7,Seinfeld,35,8
23101,George,119," Lena, how'd you meet her?",7,Seinfeld,26,5
23102,Jerry,119," I actually met her a few weeks ago, but... <Jerry stops, and         mentally visualizes George telling Susan about how Jerry got Lena's number         from the AIDS list...then Susan passing the information along to Monica         on the phone at work.>",7,Seinfeld,255,39
23103,George,119," You met her a few weeks ago, but...?",7,Seinfeld,37,8
23105,George,119," So, uh...wanna double?",7,Seinfeld,23,3
23106,Jerry,119, What?,7,Seinfeld,6,1
23107,George,119," Well, I just had a fight - I need a group dynamic.",7,Seinfeld,51,12
23108,Jerry,119, I dunno. <Elaine enters.> Hey.,7,Seinfeld,31,5
23109,Elaine,119," Well, Kramer was right. My friend Kim told me the sponge is off         the market.",7,Seinfeld,84,15
23110,Jerry,119, So what are you gonna do?,7,Seinfeld,26,6
23111,Elaine,119," I'll tell you what I'm gonna do - I'm gonna do a hard-target         search. Of every drug store, general store, health store and grocery store         in a 25-block radius.",7,Seinfeld,174,29
23112,George,119, Just for these sponges?,7,Seinfeld,24,4
23113,Elaine,119," Hey man, women are really loyal to their birth control methods.         What does Susan use?",7,Seinfeld,93,15
23114,George,119, I dunno.,7,Seinfeld,9,2
23115,Elaine,119, You don't know?,7,Seinfeld,16,3
23116,George,119," I, uh...figure it's something. <Kramer enters.>",7,Seinfeld,48,6
23117,Jerry,119, What are you all out of breath from?,7,Seinfeld,37,8
23119,Jerry,119," And you got the AIDS walk tomorrow. You're never gonna make it,         you're in horrible shape.",7,Seinfeld,98,16
23120,Kramer,119," Hey, I'm in tip-top shape. Better than you!",7,Seinfeld,44,8
23121,Jerry,119," I got a 31 waist, mister!",7,Seinfeld,26,6
23122,Kramer,119," Yeah, well I'm walking for charity, what are you doing?",7,Seinfeld,56,10
23129,Elaine,119," Sixty?! Uh...well, I'll take three.",7,Seinfeld,36,5
23131,Elaine,119, Make it ten.,7,Seinfeld,13,3
23133,Elaine,119, Twenty sponges should be plenty.,7,Seinfeld,33,5
23135,Elaine,119," Yeah, twenty-five sponges is just fine.",7,Seinfeld,40,6
23137,Elaine,119, Yeah. Just give me the whole case and I'll be on my way.,7,Seinfeld,57,13
23138,Jerry,119," Hey, I have found the best-smelling detergent. Lena, smell my         shirt.",7,Seinfeld,77,11
23140,Jerry,119, It's All-Tempa-Cheer.,7,Seinfeld,22,2
23142,George,119," Yeah, the oceans really are getting very sudsy.",7,Seinfeld,48,8
23144,Jerry,119, They serve soup at 6 a.m.? ,7,Seinfeld,28,6
23146,Jerry,119," Do the bums ever complain? ""Soup again?""",7,Seinfeld,41,7
23147,George,119, I'd get tired of it.,7,Seinfeld,21,5
23148,Jerry,119, How could you not?,7,Seinfeld,19,4
23150,George,119, Mick Jagger.,7,Seinfeld,13,2
23157,Jerry,119, Is it a lot of cream soups?,7,Seinfeld,28,7
23160,George,119," Oh, well, I'm sure you can reach her...she's a poet. What does         a poet need an unlisted number for?",7,Seinfeld,107,19
23163,George,119, What are you looking at me like that for?,7,Seinfeld,42,9
23164,Jerry,119, Why'd you have to mention 'unlisted number'?,7,Seinfeld,45,7
23165,George,119, What are you talking about?,7,Seinfeld,28,5
23166,Jerry,119," Alright, I gotta tell you something, but you cannot tell Susan.",7,Seinfeld,64,11
23168,George,119," I know, but don't say anything to anyone. He told me not to tell         you.",7,Seinfeld,78,15
23170,George,119," Well, you know, I was thinking about what you said before, and...you're         right, I've never really been a couple, so...if that's the rule, then         I'm gonna go by the rule.",7,Seinfeld,184,30
23172,George,119," So, you wanna go home and...make up, officially?",7,Seinfeld,49,8
23174,George,119, What for?,7,Seinfeld,10,2
23176,George,119," Oh, o.k., yeah. Where am I gonna park here...? <Pulls over.>",7,Seinfeld,61,11
23178,George,119, Me run in? Why don't you run in?,7,Seinfeld,33,8
23180,George,119, Of course I do.,7,Seinfeld,16,4
23182,George,119," You know. You use the, uh...<mutters something unintelligible         under his breath.>",7,Seinfeld,89,11
23184,George,119," You know, the uh...<mutters it again.>",7,Seinfeld,39,6
23186,George,119," Wait, wait a minute...they don't have them anymore. I just found         out, they just took them off the market.",7,Seinfeld,114,19
23188,George,119," Yeah, so you gotta use something else.",7,Seinfeld,39,7
23190,George,119, O.k....<thinks> I think I know where we can get one.,7,Seinfeld,53,10
23191,Jerry,119," Kramer, what the hell is going on in there?",7,Seinfeld,44,9
23192,Kramer,119, It's a poker game...<yells to the crowd> And I'm kickin'         some serious butt!,7,Seinfeld,84,13
23193,Jerry,119, Are you out of your mind? You got the AIDS walk tomorrow!,7,Seinfeld,58,12
23195,Kramer,119," Oh, you gotta be kiddin'! You see those two ladies I got showin'?         Do they look scared?! ",7,Seinfeld,97,17
23196,Jerry,119, You're never gonna make it!,7,Seinfeld,28,5
23198,Elaine,119, O.k. Hold on just a second. <Gets up and heads to the bathroom.         George knocks at the door.>,7,Seinfeld,100,18
23199,George,119," Elaine? It's me, George. <Elaine opens the door.> Hey,         sorry to bother you so late. <To Billy> Hey! How ya doin.' <To         Elaine> Uh, did you get any of those sponges?",7,Seinfeld,180,31
23200,Elaine,119, Yeah. Cleaned out the whole west side. Why?,7,Seinfeld,44,8
23201,George,119, Well...Susan.,7,Seinfeld,14,1
23202,Elaine,119," Ah, Susan uses the sponge.",7,Seinfeld,27,5
23203,George,119, Susan loves the sponge.,7,Seinfeld,24,4
23204,Elaine,119," Yeah, I'm sorry, George. I can't help you out.",7,Seinfeld,47,9
23205,George,119, What?,7,Seinfeld,6,1
23206,Elaine,119," I can't do it. No way, there's no how. <Tries to push George         out the door. George resists.>",7,Seinfeld,100,18
23207,George,119," Elaine...let me just explain something to you. See, this is not         just a weekend routine...I'm on the verge of make-up sex here. You know         about make-up sex?",7,Seinfeld,171,27
23208,Elaine,119," Oh yeah, I know all about make-up sex, and I'm really sorry.         <Shoves George into the hallway and closes the door. George blocks         the door with his foot.>",7,Seinfeld,169,28
23209,George,119," Elaine, can I just explain something to you very privately here?         Susan and I have been together many, many times now, and just between         you and me, there's really no big surprises here, so...make-up sex is         all that I have left.",7,Seinfeld,251,41
23210,Elaine,119," I'm sure you'll have another fight, George. <Stamps         on George's foot and closes the door.>  Hold that thought!       ",7,Seinfeld,126,18
23214,Jerry,119, How'd you find out?,7,Seinfeld,20,4
23216,Jerry,119, George!,7,Seinfeld,8,1
23218,Jerry,119," Nothing. Listen, I'm sorry, I just - ",7,Seinfeld,38,7
23220,Jerry,119, You don't mind that I got your number off the AIDS walk list?,7,Seinfeld,62,13
23222,Kramer,119," Ah, you're lucky you're walkin' out of here with a pair of pants         on!",7,Seinfeld,77,14
23223,Jerry,119, You went all night?,7,Seinfeld,20,4
23225,Jerry,119," Kramer, are you out of your mind? You got the AIDS walk in like,         three hours! You're never gonna make it!",7,Seinfeld,114,21
23226,Kramer,119, AIDS walk! That's a cake walk. <George enters.> Hey!,7,Seinfeld,53,9
23227,Jerry,119," So, George, guess what? Lena found out how I got her number.",7,Seinfeld,61,12
23228,George,119, Really? How'd she do that?,7,Seinfeld,27,5
23229,Jerry,119, A friend of a friend of Susan's.,7,Seinfeld,33,7
23230,George,119, My Susan?,7,Seinfeld,10,2
23231,Jerry,119, Why'd you tell her?!,7,Seinfeld,21,4
23232,George,119," Because, Jerry, it's a couple rule! We have to tell each other         everything!",7,Seinfeld,83,13
23233,Jerry,119," Well you know what this means, don't you? ",7,Seinfeld,43,8
23234,George,119, What?,7,Seinfeld,6,1
23235,Jerry,119," You're cut off, you're out of the loop!",7,Seinfeld,40,8
23236,George,119," You're cutting me off? No, no, no Jerry, don't cut me off!",7,Seinfeld,59,12
23237,Jerry,119, You leave me no choice! You're the media now as far as I'm concerned!,7,Seinfeld,70,14
23238,George,119," C'mon Jerry, please! It won't happen again.",7,Seinfeld,44,7
23239,Jerry,119," If you were in the mafia, would you tell her every time you killed         someone?",7,Seinfeld,84,15
23240,George,119," Hey, a ""hit"" is a totally different story.",7,Seinfeld,43,8
23241,Jerry,119," I don't know, George.",7,Seinfeld,22,4
23242,George,119," So, Lena was upset, huh?",7,Seinfeld,25,5
23243,Jerry,119, You know what? That was the amazing thing. ,7,Seinfeld,44,8
23244,George,119," What, it didn't bother her?",7,Seinfeld,28,5
23245,Jerry,119," No, she said it was fine. There's something very strange about         this girl.",7,Seinfeld,82,13
23246,George,119, What?,7,Seinfeld,6,1
23247,Jerry,119, She's too good.,7,Seinfeld,16,3
23248,George,119, Too good...,7,Seinfeld,12,2
23249,Jerry,119," I mean, she's giving and caring and genuinely concerned about         the welfare of others - I can't be with someone like that!",7,Seinfeld,129,22
23250,George,119, I see what you mean.,7,Seinfeld,21,5
23251,Jerry,119," I mean, I admire the hell out of her. You can't have sex with         someone you admire.",7,Seinfeld,90,17
23252,George,119, Where's the depravity?,7,Seinfeld,23,3
23253,Jerry,119," No depravity! I mean, I look at her, I can't imagine she even         has sex. ",7,Seinfeld,80,15
23255,Elaine,119, What?,7,Seinfeld,6,1
23257,Elaine,119," Hey, I didn't even use one. ",7,Seinfeld,29,6
23258,Jerry,119, I thought you said it was imminent.,7,Seinfeld,36,7
23259,Elaine,119," Yeah, it was, but then I just couldn't decide if he was really         sponge-worthy.",7,Seinfeld,86,14
23260,Jerry,119, Sponge-worthy?,7,Seinfeld,15,1
23261,Elaine,119," Yeah, Jerry, I have to conserve these sponges.",7,Seinfeld,47,8
23262,Jerry,119," But you like this guy, isn't that what the sponges are for?",7,Seinfeld,60,12
23263,Elaine,119," Yes, yes - before they went off the market. I mean, now I've         got to re-evaluate my whole screening process. I can't afford to waste         any of 'em.",7,Seinfeld,160,28
23264,George,119," You know, you're nuts with these sponges. George is gettin' frustrated!",7,Seinfeld,72,11
23267,Kramer,119," Uh, no thanks.",7,Seinfeld,15,3
23269,Kramer,119, No.,7,Seinfeld,4,1
23271,Kramer,119, I have to?,7,Seinfeld,11,3
23273,Kramer,119," See, that's why I don't want to. ",7,Seinfeld,34,7
23275,Kramer,119, You know what you are? You're a ribbon bully. <Walks away.>,7,Seinfeld,60,11
23277,George,119," Elaine and her sponges...she's got like, a war chest full of         them.",7,Seinfeld,75,12
23279,George,119," Oh, no, no...condoms are for single men. The day that we got         engaged, I said goodbye to the condom forever.",7,Seinfeld,116,20
23281,George,119," Make-up sex? You have to have that right after the fight, we're         way past that.",7,Seinfeld,87,15
23283,George,119," No, no...I hate the condom.",7,Seinfeld,28,5
23285,George,119, I can never get the package open in time.,7,Seinfeld,42,9
23287,George,119," It's not that easy. It's like ""Beat The Clock,"" there's         a lot of pressure there.",7,Seinfeld,89,15
23289,Kramer,119," Oh, I don't wear the ribbon.",7,Seinfeld,29,6
23291,Kramer,119," Yeah, I'm against AIDS. I mean, I'm walking, aren't I? I just         don't wear the ribbon.",7,Seinfeld,93,16
23296,Elaine,119," So, you think you're sponge-worthy?",7,Seinfeld,36,5
23298,Elaine,119, Run down your case for me again...?,7,Seinfeld,36,7
23300,Elaine,119, You going to do something about your sideburns?,7,Seinfeld,48,8
23302,Elaine,119, And the bathroom in your apartment?,7,Seinfeld,36,6
23304,Elaine,119," The sink, the tub, everything got cleaned?",7,Seinfeld,43,7
23306,Elaine,119," Alright, let's go. <They head for the bedroom.>",7,Seinfeld,48,8
23307,Jerry,119, Hi.,7,Seinfeld,4,1
23309,Jerry,119," Oh, the shut-ins, that's nice. You know, they're a very eccentric         group. Because they're shut in. Of course, they're not locked in, they're         free to go at anytime.",7,Seinfeld,179,28
23311,Jerry,119," Hey, that's dynamite. You know, Lena, I wanted to talk to you         about something...you know, because you're such a good person - ",7,Seinfeld,135,22
23313,Jerry,119," Oh, o.k. <Goes to the closet for the towel and finds dozens         of boxes of Today sponges.> ",7,Seinfeld,97,17
23316,Jerry,119, What? Nothing.,7,Seinfeld,15,2
23318,Jerry,119, Oh...,7,Seinfeld,6,1
23320,Jerry,119, Tell you something...I do.,7,Seinfeld,27,4
23322,Jerry,119," Oh, uh...you see these jeans I'm wearing? ",7,Seinfeld,43,7
23324,Jerry,119," I change the 32 waist on the label to a 31 on all my jeans. So,         you know. That's it. <Lena is puzzled.>",7,Seinfeld,112,23
