id,character,episode,line,season,show,characters_spoken,words_spoken,,,character,episode,line,season,show,characters_spoken,words_spoken
27535,Stan,8,"Dude, it was so badass! Our guy slaughtered every other fighter there. And now he's moving up to the real hardcore shit.",18,Southpark,120,22,,,,,,,,,
27536,Kyle,8,It was seriously about the greatest night of our lives.,18,Southpark,55,10,,,,,,,,,
27538,Cartman,8,"We can't tell you, bro. It's like, hardcore underground shit.",18,Southpark,61,10,,,,,,,,,
27539,Kyle,8,"Yeah, you gotta know people.",18,Southpark,28,5,,,,,,,,,
27540,Butters,8,"Dangit, I wish I knew people.",18,Southpark,29,6,,,,,,,,,
27541,Mr. Garrison,8,"All right kids, before we get started, the coach of the girls volleyball team is here and would like to say a few words. ",18,Southpark,121,24,,,,,,,,,
27543,Cartman,8,"Oh Jesus, give it a rest already.",18,Southpark,33,7,,,,,,,,,
27544,Butters,8,Yeah.,18,Southpark,5,1,,,,,,,,,
27546,Stan,8,"Dude, girls volleyball isn't a joke. Jokes are hard and require skill.",18,Southpark,70,12,,,,,,,,,
27547,Cartman,8,OOHHH!! ,18,Southpark,8,1,,,,,,,,,
27551,Cartman,8,"Dude, Wendy plays volleyball. Did you know that? I don't think you knew that.",18,Southpark,77,14,,,,,,,,,
27565,Kyle,8,This is it. 1421 Plaza de Estereotipo.,18,Southpark,38,7,,,,,,,,,
27566,Cartman,8,"Wow. Here we are, McNuggets. You're reached the big time. ",18,Southpark,58,10,,,,,,,,,
27568,Cartman,8,"Yeah yeah yeah yeah, we're here for the cock Magic.",18,Southpark,51,10,,,,,,,,,
27570,Cartman,8,Ten darra?! ,18,Southpark,12,2,,,,,,,,,
27572,Cartman,8,Who is that??,18,Southpark,13,3,,,,,,,,,
27574,Stan,8,What do you mean? Is he a red mage or a green mage?,18,Southpark,51,13,,,,,,,,,
27575,Cartman,8,"Dude, he's like a beast! He's got more legendary creature cards than I've ever seen!",18,Southpark,84,15,,,,,,,,,
27576,Kyle,8,McNuggets is scared. He doesn't wanna play.,18,Southpark,43,7,,,,,,,,,
27577,Cartman,8,"McNuggets is scared, dude!",18,Southpark,26,4,,,,,,,,,
27578,Stan,8,Can you stack his deck with more mana?! Can you stack McNuggets' deck with more mana?!,18,Southpark,86,16,,,,,,,,,
27581,Kyle,8,"Aw I don't think he wants to play, dude.",18,Southpark,40,9,,,,,,,,,
27583,Cartman,8,This isn't even a fight. This is just... a slaughter.,18,Southpark,53,10,,,,,,,,,
27585,Cartman,8,"Holy shit dude! Dude, we forfeit! We forfeit!",18,Southpark,45,8,,,,,,,,,
27589,Cartman,8,"Jesus, Paragon of Fierce Defiance. Now every red creature Gadnuk plays will have a +1 attack.",18,Southpark,93,16,,,,,,,,,
27591,Kyle,8,"Come on, Kenny! ",18,Southpark,16,3,,,,,,,,,
27592,Stan,8,What did he play? Did he tap all his mana?,18,Southpark,42,10,,,,,,,,,
27593,Cartman,8,"Dude, he just cast Psychogenic Probe. Now every time the other rooster has to shuffle his deck, he loses two health.",18,Southpark,116,21,,,,,,,,,
27594,Kyle,8,He just had to shuffle it.,18,Southpark,26,6,,,,,,,,,
27595,Cartman,8,Did you hear that? He's shuffling his deck already. The only thing he's got on the battle ground now is an overseer.,18,Southpark,116,22,,,,,,,,,
27596,Stan,8,Does an overseer have trample? DOES AN OVERSEER HAVE TRAMPLE?! ,18,Southpark,63,10,,,,,,,,,
27600,Kyle,8,"Holy shit, dude!",18,Southpark,16,3,,,,,,,,,
27607,Cartman,8,"Ah, dude, your dad's here.",18,Southpark,26,5,,,,,,,,,
27608,Randy,8,"Thank you, hey! You know, we live in a world of brutality and violence. And some people think there's no room for wonder anymore. But just for a moment I want you to think one thing.  Whatever you believe is real, is real. ",18,Southpark,223,43,,,,,,,,,
27611,Randy,8,"Alright, for this last bit I'm gonna need a volunteer. Anybody?",18,Southpark,63,11,,,,,,,,,
27613,Randy,8,"Alright, come on up here.  What's your name?",18,Southpark,44,8,,,,,,,,,
27615,Randy,8,"All right, a hand for Detective Harris!  You know, if there's one thing I could leave you all with, it's this. Let cock magic be done by the professionals.  Sir? ",18,Southpark,162,30,,,,,,,,,
27616,Cartman,8,"It was so hardcore you guys. Kenny laid waste to Gadnuk, Breaker of Worlds. It got so out of hands that the fucking cops had to come and break it up.",18,Southpark,149,31,,,,,,,,,
27617,Butters,8,"Wow, the cops came?",18,Southpark,19,4,,,,,,,,,
27618,Kyle,8,"Yeah, It was seriously the most manly thing that's ever happened.",18,Southpark,65,11,,,,,,,,,
27619,Cartman,8,"Kenny cast Glacial Crasher, and then Stan's dad shot his dick off. I just, I seriously don't know where we go from here. You all right, Kenny?",18,Southpark,142,27,,,,,,,,,
27620,Kenny,8,,18,Southpark,0,0,,,,,,,,,
27621,Kyle,8,"Hey yeah, what about poor McNuggets? What's he gonna do now?",18,Southpark,60,11,,,,,,,,,
27622,Stan,8,"Wait a minute. I've got it, you guys.",18,Southpark,37,8,,,,,,,,,
27623,Kyle,8,Got what?,18,Southpark,9,2,,,,,,,,,
27624,Stan,8,A way to finally do something good for other people.,18,Southpark,52,10,,,,,,,,,
27626,Kyle,10,"It's the holiday season, but the good times... are ending.Because what matters most isn't what's good, it's what's trending.This younger generation, with their eyes and ears glued:What's trending to them is trenders who trend on YouTube.",18,Southpark,237,36,,,,,,,,,
27627,Cartman,10,"Ahem, how's it going brahs? This isÎ_CartmaaanBrah!",18,Southpark,51,7,,,,,,,,,
27628,Kyle,10,"Comments on commentators, it's all changing so fast.Playing XBox with your brother is... just a thing of the past.Now with Ma on her iPad, and Dad trending or trying,All the family is scattered, and the living room's dying.Because it wasn't the outdoors or church or even trips to go ski,What brought families together most was a good old TVNow we watch things by ourselves and just tweet what we saw.And if you try to complain, you get called a-",18,Southpark,446,79,,,,,,,,,
27630,Kyle,10,I'm NOT a GRANDPA!,18,Southpark,18,4,,,,,,,,,
27631,Kyle,10,"But now let me tweet this for you all to comment upon.The more connected we get, the more alone we become.If you want change like I do, and feel the same gloom,Then please follow THIS trend, #savethelivingroom",18,Southpark,209,37,,,,,,,,,
27632,Kyle,10,Whattaya think?,18,Southpark,15,2,,,,,,,,,
27633,Butters,10,"Hmmm, it's kind of gay.",18,Southpark,23,5,,,,,,,,,
27634,Kyle,10,Really??,18,Southpark,8,1,,,,,,,,,
27635,Butters,10,"I mean, havin' it all rhyme 'n stuff, you know?",18,Southpark,47,10,,,,,,,,,
27636,Kyle,10,"Hm, I wasn't really going for ""gay,"" I was more going for ""wholesome.""",18,Southpark,70,13,,,,,,,,,
27637,Butters,10,"Well, gay is wholesome.",18,Southpark,23,4,,,,,,,,,
27638,Kyle,10,"But it's gotta be perfect. We're trending well, but we need to attract more followers who want good old family values.",18,Southpark,118,21,,,,,,,,,
27640,Kyle,10,Bill Cosby.,18,Southpark,11,2,,,,,,,,,
27642,Kyle,10,Is here. To see me.,18,Southpark,19,5,,,,,,,,,
27645,Kyle,10,Hello.,18,Southpark,6,1,,,,,,,,,
27647,Kyle,10,We?,18,Southpark,3,1,,,,,,,,,
27649,Kyle,10,Wow.Î_Î_Well that's awesome!,18,Southpark,28,3,,,,,,,,,
27651,Kyle,10,"M-Ah, I'd love to.",18,Southpark,18,4,,,,,,,,,
27653,Kyle,10,Uh okay! No problem!Î_,18,Southpark,22,4,,,,,,,,,
27655,Kyle,10,"Uh thanks, Mr. Cosby!",18,Southpark,21,4,,,,,,,,,
27658,Randy,10,"Yes, they made a copy of me and they don't want me around anymore. They're about to do something big, and they need famous artists to be controlled for it.",18,Southpark,155,30,,,,,,,,,
27660,Randy,10,"Me! Oh right, I forgot to tell you that part. I'm actually Lorde.",18,Southpark,65,13,,,,,,,,,
27664,Randy,10,No! That was a copy of me!,18,Southpark,26,7,,,,,,,,,
27666,Randy,10,"Look, I don't know what they're up to, but these people have something much darker planned!",18,Southpark,91,16,,,,,,,,,
27678,Kyle,10,"Dude, what are you doing?!",18,Southpark,26,5,,,,,,,,,
27679,Stan,10,Trying to find my dad. He's supposed to take me to the board game store.,18,Southpark,72,15,,,,,,,,,
27680,Kyle,10,"They picked up my hash tag, Stan! I'm trending!",18,Southpark,47,9,,,,,,,,,
27681,Stan,10,Who did?,18,Southpark,8,2,,,,,,,,,
27682,Kyle,10,"These producers making a big holiday special!Î_Î_They had me upload a video for a commercial they're about to air! They said my hash tag was awesome, and they wanted to promote it!",18,Southpark,180,32,,,,,,,,,
27683,Stan,10,"That's a little strange, isn't it?",18,Southpark,34,6,,,,,,,,,
27684,Kyle,10,"No, it's great! It's just what this country needs right now!",18,Southpark,60,11,,,,,,,,,
27688,Cartman,10,"CartmaaanBrah! Dude, check it out. Lady Gaga is singing Christmas songs. Isn't she a Jew?",18,Southpark,89,15,,,,,,,,,
27690,Kyle,10,"Please, tune in and help get America's families back in the living room.",18,Southpark,72,13,,,,,,,,,
27691,Cartman,10,He's such a douchebag.,18,Southpark,22,4,,,,,,,,,
27693,Cartman,10,Now we're talkin'!Î_,18,Southpark,20,3,,,,,,,,,
27694,Kyle,10,That son of a bitch!,18,Southpark,20,5,,,,,,,,,
27695,Stan,10,That self-promoting asshole!,18,Southpark,28,3,,,,,,,,,
27696,Kyle,10,Why would he do this?!,18,Southpark,22,5,,,,,,,,,
27697,Stan,10,Because my dad's an idiot!,18,Southpark,26,5,,,,,,,,,
27698,Kyle,10,"Not your dad, Cartman! What's your dad got to do with this?!",18,Southpark,60,12,,,,,,,,,
27699,Stan,10,"Nnnothing, nothing.",18,Southpark,19,2,,,,,,,,,
27700,Cartman,10,"Ehey hey, how's it going bros? This isÎ_CartmaaanBrah! And it looks like we're in the producer's office in Los Angeles now.Î_",18,Southpark,125,21,,,,,,,,,
27704,Cartman,10,"Look at that guy. He's like 40, but he's got a Justin Bieber haircut.",18,Southpark,69,14,,,,,,,,,
27709,Cartman,10,"No, it's not good, it's fuckin' awesome!",18,Southpark,40,7,,,,,,,,,
27711,Cartman,10,"I can hear you, douchebag.",18,Southpark,26,5,,,,,,,,,
27713,Cartman,10,These guys are such blumpkin catchers.,18,Southpark,38,6,,,,,,,,,
27715,Cartman,10,G'dang g'dang! G'dang g'dang g'dank!,18,Southpark,36,5,,,,,,,,,
27720,Randy,10,"Mr. Jackson, it's me, Lorde.",18,Southpark,28,5,,,,,,,,,
27722,Randy,10,Please. Do you know what's going on here? What are the producers trying to do?,18,Southpark,78,15,,,,,,,,,
27724,Randy,10,A holiday special. Oh my God.,18,Southpark,29,6,,,,,,,,,
27728,Randy,10,I should have known. Bastards always talked about a day when social media and entertainment would be fused as one! I didn't know they meant a Christmas special!Î_Î_Can you help me stop them?!,18,Southpark,191,33,,,,,,,,,
27730,Randy,10,Then we'll do it together. I love children just as much as you do.,18,Southpark,66,14,,,,,,,,,
27732,Kyle,10,Mom?! Where is Ike?!,18,Southpark,20,4,,,,,,,,,
27734,Kyle,10,That'sÎ_notÎ_what I was trending! They took my hash tag and they raped it! Where is Ike?!,18,Southpark,89,16,,,,,,,,,
27737,Kyle,10,"Ike! You are no longer to watch that stupid little YouTube blogging asshole! Do you understand?! You damn kids following these YouTube commentators is bad enough, but i will not have them invading my living room!",18,Southpark,212,36,,,,,,,,,
27741,Stan,10,"We're not old people! You guys are just into lame, vulgar crap, and it needs to be stopped!",18,Southpark,91,18,,,,,,,,,
27743,Kyle,10,WE'RE NOT BEING GRANDPAS!,18,Southpark,25,4,,,,,,,,,
27744,Stan,10,"Yeah, you damn kids!",18,Southpark,20,4,,,,,,,,,
27761,Kyle,10,"Cartman, open this door right now!",18,Southpark,34,6,,,,,,,,,
27762,Cartman,10,"Hahaha, look at kyle, brahs. he's all pissed off.Î_CartmaanBrah!",18,Southpark,64,9,,,,,,,,,
27763,Kyle,10,What the hell are you doing?!,18,Southpark,29,6,,,,,,,,,
27764,Cartman,10,"What's it look like I'm doing? I'm trending, Kyle. I'm trending more than I ecer thought possible.",18,Southpark,98,17,,,,,,,,,
27765,Kyle,10,Come out here and talk to me face to face! Open this door!,18,Southpark,58,13,,,,,,,,,
27766,Cartman,10,How do you even know I'm here in my room?,18,Southpark,41,10,,,,,,,,,
27767,Kyle,10,"Because you just said, ""here in my room""!",18,Southpark,41,8,,,,,,,,,
27768,Cartman,10,"...Very impressive, Kyle. But the holiday special is beginning soon. I'm afraid I can't let there be any distractions.Î_Î_You will find that my door has been sealed with a 3/4 inch plywood and a polymer-metal alloy secured with drewall screws.Î_",18,Southpark,245,40,,,,,,,,,
27769,Stan,10,"Cartman, please! We have to stop this show! Lorde is going to do something horrible and corrupt little girls everywhere!",18,Southpark,120,20,,,,,,,,,
27770,Cartman,10,Why doesÎ_thatÎ_matter?,18,Southpark,23,2,,,,,,,,,
27771,Stan,10,"Because Lorde is my dad, alright?!Î_Î_Lorde is my dad.",18,Southpark,54,9,,,,,,,,,
27772,Cartman,10,What?,18,Southpark,5,1,,,,,,,,,
27773,Kyle,10,"What are you talking about, Stan?",18,Southpark,33,6,,,,,,,,,
27774,Stan,10,He does it all with computers and processors... He got discovered on the Internet. He's like the PewDiePie of music. And he played live last week. Rubbed his clit and started trending more than ever. I thought he had learned his lesson... but it's like he doesn't care.,18,Southpark,269,48,,,,,,,,,
27775,Cartman,10,"Sorry guys, I gotta go. The world needs CartmanBrah.Î_",18,Southpark,54,9,,,,,,,,,
27776,Kyle,10,"Why didn't you tell me, Stam? I would've helped.",18,Southpark,48,9,,,,,,,,,
27777,Stan,10,It just all seemed so... stupid.,18,Southpark,32,6,,,,,,,,,
27778,Kyle,10,I'll call the producers of the show. They'll help you find your dad.,18,Southpark,68,13,,,,,,,,,
27780,Randy,10,"We don't really use this thing anymore.Î_Î_It hasn't started yet! Alright, Sharon, get on your computer upstairs! Mr. Jackson, you can take the one in my son's room! We've got to tell people the truth!",18,Southpark,201,35,,,,,,,,,
27782,Randy,10,Oh my God...,18,Southpark,12,3,,,,,,,,,
27784,Randy,10,My daughter... She has no idea that I'm Lorde... I can't let her find out from the Internet. I have to tell her the truth before we all tell the world.,18,Southpark,151,31,,,,,,,,,
27786,Randy,10,I guess... one step at a time.,18,Southpark,30,7,,,,,,,,,
27787,Randy,10,"Shelley? Um, I'm Lorde.Î_Î_All the music you've really been into has been me. Nobody in the family knew except for your mother. And your brother, and your grandpa. But Michael Jackson's hologram is here and we're going to set the record straight, Okay? Love you.Î_Whew, that was hard.",18,Southpark,284,48,,,,,,,,,
27792,Cartman,10,"Oh, this should be good.",18,Southpark,24,5,,,,,,,,,
27794,Cartman,10,I'm sure this is exactly how Kurt Cobain would want to be remembered.,18,Southpark,69,13,,,,,,,,,
27796,Cartman,10,"Hoh, this should get some comments.Î_",18,Southpark,37,6,,,,,,,,,
27801,Kyle,10,"Thanks for seeing us, sir. My friend is really worried about his dad.",18,Southpark,69,13,,,,,,,,,
27803,Stan,10,"Um, l-look ih if I could just talk to him real quick? I wanna try and stop him from making an ass of himself again.",18,Southpark,115,25,,,,,,,,,
27805,Randy,10,"I don't think so, you son of a bitch!Î_",18,Southpark,39,9,,,,,,,,,
27807,Stan,10,What??Î_,18,Southpark,8,1,,,,,,,,,
27808,Randy,10,Stanley?! YOU LEAVE HIM OUT OF THIS!,18,Southpark,36,7,,,,,,,,,
27810,Randy,10,THEY'VE GOT STAN! JUST STAY HERE WITH MICHAEL JACKSON!Î_Î_SHIT!!Î_,18,Southpark,66,9,,,,,,,,,
27821,Cartman,10,"Oh bros, weak!",18,Southpark,14,3,,,,,,,,,
27826,Cartman,10,"Oh weak, bros, so weak!",18,Southpark,23,5,,,,,,,,,
27832,Kyle,10,How can you be willing to kill people for a holiday special? What's wrong with you?,18,Southpark,83,16,,,,,,,,,
27834,Stan,10,Dude. You're such a grandpa.,18,Southpark,28,5,,,,,,,,,
27847,Cartman,10,"Oh wow, where are we now, brahs?Î_Î_This looks pretty stupid.",18,Southpark,61,10,,,,,,,,,
27849,Cartman,10,CartmaanBrah!,18,Southpark,13,1,,,,,,,,,
27855,Cartman,10,"Oho, looks like we've reached customer service, brahs. Now we can truly be everywhere!",18,Southpark,86,14,,,,,,,,,
27858,Cartman,10,"Yes, with every passing second I become more powerful.",18,Southpark,54,9,,,,,,,,,
27864,Cartman,10,"Happy holidays, everyone! Î_Enjoy the rest of your lives with CartmanBrah.",18,Southpark,74,11,,,,,,,,,
27866,Cartman,10,"Of course I am. This isn't about you. This is about CartmanBrah, brah.",18,Southpark,70,13,,,,,,,,,
27867,Kyle,10,I am so confused.,18,Southpark,17,4,,,,,,,,,
27870,Cartman,10,"I am trending so much that soon I will reach... trendscendence. Like Johnny Dep, but cool.",18,Southpark,90,16,,,,,,,,,
27872,Cartman,10,It's all CartmanBrah now. Î_I am trending into something more than human. I am becoming... transgender. Î_Now they will HAVE to give my my own bathroom!,18,Southpark,152,26,,,,,,,,,
27876,Kyle,10,"Everyone is watching everything.Î_Î_Ike?Î_Î_Ike, if you can hear me, I'm sorry. IÎ_haveÎ_been a grandpa.Î_Î_I didn't understand the things you are into and I and I thought you should like the same stuff that I did.Î_Î_I have to accept that you're gonna have your own things. I just didn't want you to watch HIM. I just... I just wanna be a family again.",18,Southpark,353,62,,,,,,,,,
27882,Kyle,10,Help? How can you help?,18,Southpark,23,5,,,,,,,,,
27885,Kyle,10,Really? That's what you guys would do?,18,Southpark,38,7,,,,,,,,,
27887,Kyle,10,"Oh my God, you're right! You're totally right!! EVERYONE! GET A NEW TREND GOING! FAST! #webelieveinyou!",18,Southpark,103,16,,,,,,,,,
27889,Kyle,10,You too! Right now! #webelieveinyou! We've got to make him appear! ,18,Southpark,67,11,,,,,,,,,
27890,Cartman,10,Hey! What's going on? What is that? ,18,Southpark,36,7,,,,,,,,,
27892,Cartman,10,What the hell?!,18,Southpark,15,3,,,,,,,,,
27894,Kyle,10,PewDiePie?!,18,Southpark,11,1,,,,,,,,,
27896,Cartman,10,"Ey! Get out of here, PewDiePie! This is MY holiday special!",18,Southpark,59,11,,,,,,,,,
27898,Cartman,10,"Uh, everyone, tweet now if you wanna get rid of PewDiePie!",18,Southpark,58,11,,,,,,,,,
27900,Cartman,10,Please show your support for CartmanBrah brah right now by uh...,18,Southpark,64,11,,,,,,,,,
27902,Cartman,10,No! You can't do this!,18,Southpark,22,5,,,,,,,,,
27904,Cartman,10,"God damn it, who the hell do you think you are?! If you don't stop right now-!",18,Southpark,78,17,,,,,,,,,
27906,Cartman,10,NOOOO!Î_,18,Southpark,8,1,,,,,,,,,
27908,Kyle,10,"Well, I finally got my family to use the living room for an hour each night.",18,Southpark,76,16,,,,,,,,,
27909,Stan,10,"I'm still really confused, dude. I have no idea what that was about.",18,Southpark,68,13,,,,,,,,,
27910,Kyle,10,"Yeah. I guess that's the point. I don't think we're gonna understand. Maybe this IS all the beginning of a new art form. YouTube celebrities are only getting bigger. And what's great is that these people are inventing themselves, instead of being marketed and shoved down our throats.",18,Southpark,284,48,,,,,,,,,
27911,Stan,10,Yeah.,18,Southpark,5,1,,,,,,,,,
27912,Kyle,10,"No matter what we think, it's not just a passing trend. We need to realize that the new generation of entertainment is here.Î_Î_And I, think that's great.",18,Southpark,154,27,,,,,,,,,
27913,Stan,10,"Yeah, I think that's great too.",18,Southpark,31,6,,,,,,,,,
27918,Kyle,1,"Ah, damn it! My little brother's trying to follow me to school again.",1,Southpark,69,13,,,,,,,,,
27920,Kyle,1,"Ike, you can't come to school with me. ",1,Southpark,39,8,,,,,,,,,
27921,Cartman,1,"Yeah, go home you little dildo.",1,Southpark,31,6,,,,,,,,,
27922,Kyle,1,"Dude, don't call my brother a dildo!",1,Southpark,36,7,,,,,,,,,
27923,Stan,1,What's a dildo?,1,Southpark,15,3,,,,,,,,,
27924,Kyle,1,"Well, I don't know...  and I'll bet Cartman doesn't know either!",1,Southpark,64,11,,,,,,,,,
27925,Cartman,1,I know what it means!,1,Southpark,21,5,,,,,,,,,
27926,Kyle,1,"Well, what?",1,Southpark,11,2,,,,,,,,,
27927,Cartman,1,I'm not telling you.,1,Southpark,20,4,,,,,,,,,
27928,Stan,1,"What's a dildo, Kenny?",1,Southpark,22,4,,,,,,,,,
27929,Kenny,1, ,1,Southpark,1,0,,,,,,,,,
27930,Cartman,1,"He-yeah, that's what Kyle's little brother is all right!  Ow! ",1,Southpark,62,10,,,,,,,,,
27931,Stan,1,"Dude, that kicks ass!",1,Southpark,21,4,,,,,,,,,
27932,Kyle,1,"Yeah, check this one out. Ready, Ike? Kick the baby!",1,Southpark,52,10,,,,,,,,,
27934,Kyle,1,Kick the baby. ,1,Southpark,15,3,,,,,,,,,
27935,Stan,1,"Whoa, Cartman! Looks like you didn't get much sleep last night.",1,Southpark,63,11,,,,,,,,,
27936,Cartman,1,That's 'cause I was having these... bogus nightmares.,1,Southpark,53,8,,,,,,,,,
27937,Kyle,1,Really? What about?,1,Southpark,19,3,,,,,,,,,
27938,Cartman,1,"Well, I dreamt that I was lying in my bed...  in the dark, when all of a sudden this bright blue light filled the room.  Then slowly my bedroom door begin to open,  and the next thing I remember, I was being drug through a hallway.  Then I was lying on a table,  and these scary hands wanted to operate on me. And they had big heads and big black eyes...",1,Southpark,354,71,,,,,,,,,
27939,Stan,1,Dude! Visitors!,1,Southpark,15,2,,,,,,,,,
27940,Kyle,1,Totally!,1,Southpark,8,1,,,,,,,,,
27941,Cartman,1,What?,1,Southpark,5,1,,,,,,,,,
27942,Stan,1,"That wasn't a dream Cartman, those were visitors!",1,Southpark,49,8,,,,,,,,,
27943,Cartman,1,"No, it was just a dream, my mom said so.",1,Southpark,40,10,,,,,,,,,
27944,Stan,1,Visitors are real.,1,Southpark,18,3,,,,,,,,,
27945,Kyle,1,"Yeah, they abduct people and they mutilate cows.",1,Southpark,48,8,,,,,,,,,
27946,Cartman,1,"Oh, shut up guys! You're just trying to make me scared. And it's not working.",1,Southpark,77,15,,,,,,,,,
27947,Chef,1,"Hello there, children.",1,Southpark,22,3,,,,,,,,,
27949,Stan,1,"What's gonna be for lunch today, Chef?",1,Southpark,38,7,,,,,,,,,
27950,Chef,1,"Well, today it's Salisbury steak with buttered noodles and a choice of green bean casserole or vegetable medley.",1,Southpark,112,18,,,,,,,,,
27951,Cartman,1,Kick ass.,1,Southpark,9,2,,,,,,,,,
27952,Chef,1,"Say, did any of you children see the alien space ship last night?",1,Southpark,65,13,,,,,,,,,
27953,Cartman,1,Huh?,1,Southpark,4,1,,,,,,,,,
27954,Kyle,1,"Yeah, fat boy saw it!",1,Southpark,21,5,,,,,,,,,
27955,Cartman,1,"Eh, no, that, that was just a dream. And I'm not fat, I'm big boned!",1,Southpark,68,15,,,,,,,,,
27956,Chef,1,"Oh, was it the ones with the big long heads and the black eyes?",1,Southpark,63,14,,,,,,,,,
27957,Cartman,1,Oh!,1,Southpark,3,1,,,,,,,,,
27958,Stan,1,They took him on their ship.,1,Southpark,28,6,,,,,,,,,
27959,Chef,1,Oh! Did they give you an anal probe?,1,Southpark,36,8,,,,,,,,,
27960,Cartman,1,Oh!,1,Southpark,3,1,,,,,,,,,
27961,Kyle,1,What's an anal probe?,1,Southpark,21,4,,,,,,,,,
27962,Chef,1,That's when they put a big metal hooba-jube up yo' butt.,1,Southpark,56,11,,,,,,,,,
27963,Kyle,1,Whoa! They gave you an anal probe Cartman?,1,Southpark,42,8,,,,,,,,,
27964,Cartman,1,"No! Uh-I mean, eh, why would they do that?",1,Southpark,42,9,,,,,,,,,
27965,Stan,1,"Dude, they did, huh? Aliens stuck stuff up your ass!",1,Southpark,52,10,,,,,,,,,
27966,Cartman,1,No!,1,Southpark,3,1,,,,,,,,,
27968,Cartman,1,"Shut up, dildo!",1,Southpark,15,3,,,,,,,,,
27969,Chef,1,"Well, I gotta get to the cafeteria. You children watch that fat boy now. He could be under alien control. ",1,Southpark,106,20,,,,,,,,,
27970,Cartman,1,Oh!,1,Southpark,3,1,,,,,,,,,
27971,Kyle,1,We told you they were real Cartman. Sorry to hear about your ass.,1,Southpark,65,13,,,,,,,,,
27972,Cartman,1,"God damn it, they didn't do anything to my ass! It was just a dream!",1,Southpark,68,15,,,,,,,,,
27973,Kyle,1,Why are you walkin' so funny Cartman?,1,Southpark,37,7,,,,,,,,,
27974,Cartman,1,Shut up!,1,Southpark,8,2,,,,,,,,,
27976,Kyle,1,"No, Ike, go home.",1,Southpark,17,4,,,,,,,,,
27978,Kyle,1,This is it. This one's for the game.,1,Southpark,36,8,,,,,,,,,
27980,Kyle,1,Kick the baby! ,1,Southpark,15,3,,,,,,,,,
27982,Stan,1,"Good morning, Miss Crabtree.",1,Southpark,28,4,,,,,,,,,
27984,Kyle,1,"Damn it, he's still there.",1,Southpark,26,5,,,,,,,,,
27985,Stan,1,"Oh, don't worry about him.",1,Southpark,26,5,,,,,,,,,
27986,Kyle,1,"No, dude, if something happens to him, my parents are gonna blame me.",1,Southpark,69,13,,,,,,,,,
27988,Kyle,1,Ike! Go home!,1,Southpark,13,3,,,,,,,,,
27990,Stan,1,"Yeah, whatever, ya fat bitch.",1,Southpark,29,5,,,,,,,,,
27992,Stan,1,I said I have a bad itch.,1,Southpark,25,7,,,,,,,,,
27994,Kyle,1,"Oh, my God! ",1,Southpark,12,3,,,,,,,,,
27995,Stan,1,Visitors!,1,Southpark,9,1,,,,,,,,,
27996,Kenny,1,,1,Southpark,0,0,,,,,,,,,
27997,Kyle,1,"Ike!  Stop the bus! Miss Crabtree, you have to stop this bus!",1,Southpark,61,12,,,,,,,,,
27999,Kyle,1,But I have to get off!,1,Southpark,22,6,,,,,,,,,
28001,Kyle,1,No.,1,Southpark,3,1,,,,,,,,,
28003,Kyle,1,But I...,1,Southpark,8,2,,,,,,,,,
28005,Kyle,1,Arrghh!,1,Southpark,7,1,,,,,,,,,
28007,Stan,1,"Cartman, are those the same visitors you saw?",1,Southpark,45,8,,,,,,,,,
28008,Cartman,1,"Shut up you guys, it's not working.",1,Southpark,35,7,,,,,,,,,
28009,Kyle,1,"I'm in big trouble, you guys! We have to do something!",1,Southpark,54,11,,,,,,,,,
28010,Stan,1,"Well, we can't do anything for now, that fat bitch won't let us.",1,Southpark,64,13,,,,,,,,,
28012,Stan,1,"Uh, I said that rabbits eat lettuce.",1,Southpark,36,7,,,,,,,,,
28014,Kyle,1,What am I going to do? My little brother's been abducted by aliens.  You farted. ,1,Southpark,81,15,,,,,,,,,
28015,Cartman,1,Somebody's baking brownies. ,1,Southpark,28,3,,,,,,,,,
28026,Mr. Garrison,1,"And now children, our friend, Mr. Hat, is going to tell us about Christopher Columbus.",1,Southpark,86,15,,,,,,,,,
28028,Kyle,1,"Oh, man. I can't just sit here, I have to help my stupid brother, or I'll come home without him and my dad will start yelling, ""Where's your brother, Kyle?"" ""You weren't looking out for your little brother, Kyle?""",1,Southpark,213,39,,,,,,,,,
28029,Stan,1,"Okay, okay, let's ditch school and go find him.",1,Southpark,47,9,,,,,,,,,
28030,Kyle,1,"""You know he can't think on his own, Kyle!"" ""Brush and floss, Kyle!"" ""Where has that finger been, Kyle?""",1,Southpark,104,19,,,,,,,,,
28031,Stan,1,Dude!,1,Southpark,5,1,,,,,,,,,
28032,Mr. Garrison,1,"Is there a problem, boys?",1,Southpark,25,5,,,,,,,,,
28033,Kyle,1,"Yes, Mr. Garrison, I have to go now.",1,Southpark,36,8,,,,,,,,,
28034,Mr. Garrison,1,"Oh, really, Kyle? What is it this time? Another prostate tumor?",1,Southpark,63,11,,,,,,,,,
28035,Kyle,1,"No, my little brother's been abducted by aliens.  It's true! Ask Cartman, they gave him an anal probe.",1,Southpark,102,18,,,,,,,,,
28036,Cartman,1,"Heh, heh, that's a, that's, that's a little joke. Heh, heh.",1,Southpark,59,11,,,,,,,,,
28037,Kyle,1,"Mr. Garrison, seriously, I have to go. Can I please be excused from class?",1,Southpark,74,14,,,,,,,,,
