index,character,episode,line,season
22083,Leonard,6," Sheldon, she just got off the plane. She doesn‰Ûªt want to cook.",5
22084,Sheldon,6, Of course she does. Making me food is her way of saying I love you. Making me food when she‰Ûªs too tired to cook is her way of saying I really love you.,5
22085,Mrs Cooper,6," Actually, I wouldn‰Ûªt mind going out for a bite, Sheldon.",5
22086,Sheldon,6, Won‰Ûªt that spoil our appetites for the chicken you‰Ûªre going to make me?,5
22087,Leonard,6," All right, that settles it, we‰Ûªre going out. Do you like sushi? There‰Ûªs a great little place down the street.",5
22088,Mrs Cooper,6," I‰Ûªve never had it, but there‰Ûªs no harm in trying something new.",5
22089,Sheldon,6, There‰Ûªs a lot of harm in trying something new. That‰Ûªs why we test out drugs and cosmetics on bunny rabbits.,5
22090,Leonard,6," Sheldon, you‰Ûªre talking like a crazy person.",5
22091,Mrs Cooper,6," Actually, I had him tested as a child. Doctor says he‰Ûªs fine.",5
22092,Sheldon,6, Told you.,5
22093,Mrs Cooper,6," Although, I do regret not following up with that specialist in Houston.",5
22094,Scene,6, A sushi bar.,5
22095,All,6, Irasshaimase!,5
22096,Sheldon,6, Stop yelling! I‰Ûªm not happy about this.,5
22097,Leonard,6, What‰Ûªs the last thing you were ever happy about?,5
22098,Sheldon,6, The prospect of fried chicken.,5
22099,Mrs Cooper,6," This is exciting. Back home, the diner on Route Four serves sushi, but it‰Ûªs just cut up fish sticks and a side of Uncle Ben‰Ûªs. They put it on the menu in those kung fu letters, but that don‰Ûªt make it sushi.",5
22100,Leonard,6," Uh, kung fu letters might not be politically correct.",5
22101,Mrs Cooper,6," Oh, I thought the one we couldn‰Ûªt say was ching chong.",5
22102,Leonard,6," Yeah, yeah, that, too.",5
22103,Mrs Cooper,6," So, Shelly, what‰Ûªs up with you and your friend Amy, if you don‰Ûªt mind a mother prying a bit?",5
22104,Sheldon,6," Well, there‰Ûªs actually big news on the Amy front. She‰Ûªs been studying the neurobiology of addiction in lower animals. She is this close to getting a starfish hooked on cocaine.",5
22105,Mrs Cooper,6, Do you have any idea what‰Ûªs going on with those two?,5
22106,Leonard,6," It‰Ûªs kind of like the Loch Ness monster. Maybe there‰Ûªs something there, maybe there isn‰Ûªt. We‰Ûªll probably never know. But sometimes it‰Ûªs fun to creep yourself out thinking about it.",5
22107,Mrs Cooper,6, How are you doing on the young lady front? I hear you‰Ûªre in some sort of a long distance situation?,5
22108,Leonard,6," Uh, yeah, it‰Ûªs Raj‰Ûªs sister. It‰Ûªs kind of tough. She‰Ûªs in India. Also, her parents aren‰Ûªt happy she‰Ûªs dating someone white.",5
22109,Mrs Cooper,6," Oh, that‰Ûªs a funny turn, isn‰Ûªt it? You never think about it going the other way. Well, you can‰Ûªt force things. You need to figure out if you‰Ûªre in a relationship or if you‰Ûªre just calling it one. It‰Ûªs like they say, a cat can have kittens in the oven but that don‰Ûªt make ‰Ûªem biscuits.",5
22110,Sheldon,6," And that reminds me of another saying. You can lead a chicken to Crisco, but you can‰Ûªtmake your mother fry it.",5
22111,Mrs Cooper,6," Sheldon, you pester me one more time about chicken, I will put you over my knee right here in this restaurant.",5
22112,Leonard,6," Please pester her. Please, for me.",5
22113,Scene,6, The stairwell.,5
22114,Leonard,6," So, Mrs. Cooper, what did you think of the sushi?",5
22115,Mrs Cooper,6," It was good. The only thing that would have made it better is if it was cooked and if it was beef. Sheldon, when is your landlord going to fix the elevator?",5
22116,Sheldon,6, I don‰Ûªt know. Lately we‰Ûªve been talking about converting it into a missile silo.,5
22117,Leonard,6, Your son seems to think we need to launch a pre-emptive strike on Burbank.,5
22118,Sheldon,6, Get them before they get us.,5
22119,"Raj (Sitting against their front door, drinking a beer)",6," Hey, look who decided to show up.",5
22120,Leonard,6," Raj, what are you doing?",5
22121,Raj,6," I couldn‰Ûªt find you guys so I bought six new friends. Three, sadly, are dead.",5
22122,Sheldon,6," Mom, you remember Rajesh? Rajesh, my mother.",5
22123,Raj,6, Of course. Mrs. Cooper. So nice to see you again.,5
22124,Mrs Cooper,6," Well, it‰Ûªs so nice to see you, too. I thought it was our Indians that had the occasional alcohol problem.",5
22125,Leonard,6," We don‰Ûªt say that, either. I‰Ûªll make you a list.",5
22126,Mrs Cooper,6," Oh, that would be mighty white of you. So, Raj, what pain are you trying to cover up with alcohol?",5
22127,Raj,6," Nothing, I‰Ûªm fine.",5
22128,Mrs Cooper,6, Are ya?,5
22129,Raj,6, No. (Bursts into tears),5
22130,Mrs Cooper,6, That‰Ûªs better. Now tell me what‰Ûªs bothering you.,5
22131,Raj,6, I‰Ûªm so lonely.,5
22132,Sheldon,6," Oh, yes, born alone, die alone. It‰Ûªs a tragic human condition. Now, Raj, if you‰Ûªll excuse my mother, she‰Ûªs about to make a pecan pie that‰Ûªll be so good I‰Ûªll almost forget how she blew it with the fried chicken.",5
22133,Mrs Cooper,6," Sheldon, your friend is hurtin‰Ûª. What do we do when someone‰Ûªs hurtin‰Ûª?",5
22134,Sheldon,6, Offer them a hot beverage.,5
22135,Mrs Cooper,6," And when they‰Ûªre drunk as a skunk, what beverage do we offer?",5
22136,Sheldon,6, Coffee.,5
22137,Mrs Cooper,6," And what do we do it with? (Sheldon fixes a large false smile.) Now you listen to me. I know you feel like you can‰Ûªt find someone, but there‰Ûªs a lock for every key. Back home, there‰Ûªs a girl works at the Wal-Mart. Tall, tall girl. Woman could hunt geese with a rake. Thought she‰Ûªd never find a man, then one day, wouldn‰Ûªt ya know, Harlem Globetrotters come to town. Long story short, today that woman travels the world with a semi-professional basketball player and two beautiful mixed-race babies.",5
22138,Raj,6," I didn‰Ûªt get a lot of that because of your accent, but the general tone was soothing and somehow I feel better.",5
22139,Sheldon,6," I‰Ûªm not going to get my pecan pie, am I?",5
22140,Leonard,6, You want some Oreos?,5
22141,Sheldon,6, Double Stuf?,5
22142,Leonard,6," No, regular.",5
22143,Sheldon,6, Nice. Kick a man when he‰Ûªs down.,5
22144,Scene,6, The laundry room.,5
22145,Sheldon,6," I‰Ûªm glad we‰Ûªre finally getting to do something together, just the two of us.",5
22146,Mrs Cooper,6, Sure. One thing you really miss when you‰Ûªre on vacation is laundry.,5
22147,Sheldon,6," Careful, you‰Ûªre using too much Downey. You know if my clothes get too soft it makes me sleepy.",5
22148,Mrs Cooper,6," Well, this takes me back. Me doing your laundry, you next to me criticizing.",5
22149,Sheldon,6," It is nice, isn‰Ûªt it?",5
22150,Penny (arriving),6, Mrs. Cooper. Hi!,5
22151,Mrs Cooper,6," Oh, hello, darlin‰Ûª.",5
22152,Penny,6," Sheldon, you didn‰Ûªt tell me your mom was coming.",5
22153,Sheldon,6," It was in my weekly e-mail blast. Right between beet season is finally here, and uh-oh, red stool from beets leads to cancer scare.",5
22154,Mrs Cooper,6," So, how‰Ûªve you been?",5
22155,Penny,6," Good, good.",5
22156,Mrs Cooper,6, I hear that Leonard has a new girlfriend. How are you doing with all that?,5
22157,Penny,6," Oh, fine. You know, it‰Ûªs been a while. I‰Ûªm getting back out there.",5
22158,Mrs Cooper,6," Let me ask you, when you get back out there, are you wearing this? (Holds up a skimpy top)",5
22159,Penny,6," Well, it‰Ûªs super cute on. That top has paid for itself in free drinks like ten times what it cost.",5
22160,Sheldon,6," Yes, Penny has a lot of her money tied up in promiscuity futures.",5
22161,Mrs Cooper,6," Hon, you think maybe the reason why you‰Ûªre having trouble finding a guy to settle down with is because you‰Ûªre letting them ride the roller coaster without buying a ticket?",5
22162,Penny,6," Oh, they don‰Ûªt always get to ride the roller coaster. Sometimes they only get to spin the teacups. Now I‰Ûªm going out tonight. Would it be crazy to ask you to look at the outfit I‰Ûªm going to wear?",5
22163,Mrs Cooper,6," Oh, not crazy at all. And don‰Ûªt beat yourself up. When I was your age, you could have me for a car ride and a bottle of strawberry wine.",5
22164,Sheldon,6, Now that will not be in this week‰Ûªs e-mail blast.,5
22165,Scene,6, The apartment.,5
22166,Howard,6," So, this spring, I get to go to the International Space Station.",5
22167,Mrs Cooper,6," Oh, my word, a trip to the heavens. If you ever want to live there eternally, I‰Ûªve got a good book you could read.",5
22168,Howard,6," Thanks, but I watch the Charlie Brown Christmas special every year, so I get the gist.",5
22169,Mrs Cooper,6, I bet your mom is really proud of you.,5
22170,Howard,6," Nope. She says if I don‰Ûªt back out she‰Ûªs going to go on a hunger strike. It would take years before she‰Ûªd be in any kind of danger, but still.",5
22171,Sheldon,6," I‰Ûªve got a treat for us tomorrow, Mom. I‰Ûªm taking you to see Saul Perlmutter give a lecture about his Nobel Prize-winning work in cosmology. And the best part is, at the Q and A afterward, I‰Ûªve worked up a couple of Q‰Ûªs that will stump his sorry A.",5
22172,Mrs Cooper,6," I don‰Ûªt know, Shelly. I thought we could do a little sightseeing.",5
22173,Sheldon,6, What sight is better than your little boy embarrassing a Nobel laureate?,5
22174,Mrs Cooper,6," Come on, Sheldon, we‰Ûªll take your mom to see the Hollywood sign, the wax museum, the Walk of Fame.",5
22175,Penny,6," Ooh, maybe a little Rodeo Drive.",5
22176,Mrs Cooper,6," Well, I can‰Ûªt spend twelve thousand dollars on a handbag, but it‰Ûªs free to look upon those who do with righteous condemnation.",5
22177,Howard,6, What do you say?,5
22178,Sheldon,6," What do I say? I say you people need to stop ruining my mom‰Ûªs visit with your sushi, and your sadness and your slutty shirts. Stop it.",5
22179,Howard (after Raj whispers to him),6, He‰Ûªs not talking about your shirt. Your shirt is fine.,5
22180,Scene,6, The kitchen.,5
22181,Leonard,6, These are delicious.,5
22182,Mrs Cooper,6, The trick to pancakes is bacon grease. I cook everything in it.,5
22183,Leonard,6, Everything? Aren‰Ûªt you worried about your health?,5
22184,Mrs Cooper,6," Oh, doctors are always changing their mind. One week bacon grease is bad for you. The next week we‰Ûªre not getting enough of it. Good morning, Shelly.",5
22185,Sheldon,6," Mom, I want to apologize for my behaviour last night.",5
22186,Mrs Cooper,6, Apology accepted.,5
22187,Sheldon,6," Great. Now, you‰Ûªre going to love the Perlmutter lecture. Look, he will be stating that the universe is older than 6,000 years, but I thought you could stick your fingers in your ears and hum Amazing Grace during those parts.",5
22188,Mrs Cooper,6, I am still going out with your friends.,5
22189,Sheldon,6, But I apologized. And that was hard for me because I didn‰Ûªt do anything wrong.,5
22190,Mrs Cooper,6," Shelly, I hung out with you in enough dusty lecture halls while you were growing up. I want to go sightseeing. So why don‰Ûªt you have some pancakes, get dressed and come with us.",5
22191,Sheldon,6," I‰Ûªm not going, and you can‰Ûªt make me.",5
22192,Mrs Cooper,6," You‰Ûªre right, I can‰Ûªt. Have a nice day.",5
22193,Sheldon,6," Well, I‰Ûªm going to stand here until you change your mind.",5
22194,Mrs Cooper,6," Well, then you are going to stand there all day.",5
22195,Leonard,6, I‰Ûªm just gonna take my bacon grease and slide over there.,5
22196,Sheldon,6, I can‰Ûªt believe my own mother is abandoning me.,5
22197,Mrs Cooper,6," I am not abandoning you. Sheldon, abandoning you is leaving you in a basket on a church doorstep. I am going to Hollywood and thank a wax Ronald Reagan for his service to our country.",5
22198,Sheldon,6," We appear to be at a crossroads in our relationship, Mother.",5
22199,Mrs Cooper,6," Well, I guess we are.",5
22200,Leonard,6, Sorry. Syrup.,5
22201,Sheldon,6," All right, Mom. When you‰Ûªre at the Ripley‰Ûªs Believe It Or Not Museum, if they have an exhibit about a mother who threw away a chance to spend the day with the world‰Ûªs most wonderful son, believe it, because it‰Ûªs true. (Grabs pancakes and snatches syrup from Leonard‰Ûªs hand)",5
22202,Leonard,6, I hadn‰Ûªt‰Û_,5
22203,Scene,6, Amy‰Ûªs apartment.,5
22204,Sheldon,6, That lecture was a waste of time. I made more accurate diagrams of the expansion of the early universe on the nursery wall with the contents of my diaper. (Sneezes),5
22205,Amy,6, Are you getting sick?,5
22206,Sheldon,6," No, I‰Ûªm just allergic to people who get Nobel Prizes for no good reason.",5
22207,Amy,6," Sheldon, is it possible that your foul mood, or, to use the clinical term, bitchiness, is because your mother isn‰Ûªt making you a priority?",5
22208,Sheldon,6," No. Or to use the clinical term, nuh-uh.",5
22209,Amy,6, Are you sure? The infant-mother pair-bond is the building block of primate psychology.,5
22210,Sheldon,6," Oh, there it is. It always comes back to monkeys with you. Just monkeys, monkeys, monkeys.",5
22211,Amy,6," Sheldon, we‰Ûªre all animals. And granted, there are aspects of you that are extraordinary, but when it comes to emotions and relationships, you‰Ûªre just like everybody else.",5
22212,Sheldon,6, Are you trying to suggest that my emotional problems are no different than those of a stupid person?,5
22213,Amy,6," Actually, some research indicates that by not over-thinking, the less intelligent handle emotions better. (He sneezes again) Sure you‰Ûªre not coming down with a cold?",5
22214,Sheldon,6," Oh, yes, the common cold. Just like everyone else. You‰Ûªd love that, wouldn‰Ûªt you?",5
22215,Scene,6, A church.,5
22216,Mrs Cooper,6," Oh, this one‰Ûªs sweet. You know, for your rosary rattlers.",5
22217,Leonard,6," Mrs. Cooper, we say Catholics, not rosary rattlers.",5
22218,Mrs Cooper,6," My goodness, it‰Ûªs a wonder you people in California can talk at all.",5
22219,Penny,6, This is like the worst Hollywood tour ever.,5
22220,Leonard,6, What are you gonna do? She wanted to see churches.,5
22221,Penny,6," Hey, they have wine here, don‰Ûªt they?",5
22222,Raj (pointing at a crucifixion statue),6," Hey, none of our gods have abs like that.",5
22223,Howard,6," Yep, that‰Ûªs the last Jew who did sit-ups. And look where it got him.",5
22224,Mrs Cooper,6," Hey, while we‰Ûªre here, why don‰Ûªt we all do some praying? Let‰Ûªs put a little church in this church.",5
22225,Leonard,6," Oh, I‰Ûªm not sure we should.",5
22226,Mrs Cooper,6," It‰Ûªs easy. I‰Ûªll show you how. Lord, Mary Cooper here. Coming to you from Gomorrah, California. I want to thank you for the blessing that is my little Shelly. I also want to thank you for the continued strength not to coldcock him with my Bible. All right, Penny, your turn.",5
22227,Penny,6," Okay, um, hey, God. What‰Ûªs up? Um, I‰Ûªm good, but, uh, it would be a big help to my family if you could get my brother to stop cooking meth. But no cops. Be cool.",5
22228,Mrs Cooper,6," She also goes a little overboard on the love thy neighbour. Could probably use that chat you had with Mary Magdalene. Leonard, you‰Ûªre up. Wasserman, you‰Ûªre on deck.",5
22229,Leonard,6," Okay. I don‰Ûªt know, it‰Ûªs probably a little late to ask you to make me taller. Oh, um, if you could help out with me and my girlfriend. She‰Ûªs all the way in India. That would be great.",5
22230,Mrs Cooper,6, Hear that? Girl trouble. Turns out we were both wrong on that front. How about you?,5
22231,Howard,6," Oh, me? No. Thanks, I‰Ûªm good. I‰Ûªm really just trying not to burst into flames.",5
22232,Mrs Cooper,6, Rajesh?,5
22233,Howard,6, He says he‰Ûªs having trouble dropping those last five pounds.,5
22234,Mrs Cooper,6," Huh, I might have gone with the talking-to-girls thing.",5
22235,Howard,6," No, you only get one wish.",5
22236,Scene,6, A park bench. Sheldon is sitting. A stranger sits next to him.,5
22237,Sheldon,6," Look at the two of us. Me, a highly regarded physicist. The kind of mind that comes along once, maybe twice in a generation. You, the common man, tired from your labours as a stockbroker, or vacuum cleaner salesman, or bootblack. But deep down inside, apparently we‰Ûªre just two peas in a pod. A regular pea, and the kind of pea that comes along once, maybe twice in a generation. Rain. Another great equalizer. Falling on the head of the brilliant and the unremarkable alike. (The stranger puts up an umbrella) Smarty-pants.",5
22238,Scene,6, The kitchen.,5
22239,Penny,6," Oh, Mrs. Cooper, it smells so good.",5
22240,Mrs Cooper,6," You take notes, darlin‰Ûª. The real way to get a man is with melted cheese and cream of mushroom soup. He‰Ûªll die at 50 but his love will be true.",5
22241,"Sheldon (entering, soaked)",6, I need a tissue.This one got wet.,5
22242,Leonard,6, Here.,5
22243,Sheldon,6," Thank you. Yeah, I‰Ûªve learned something today. You and I, in so many ways, other than intelligence and what counts, we‰Ûªre the same. (Sneezes)",5
22244,Mrs Cooper,6," Sweetheart, are you sick?",5
22245,Sheldon,6," I hope so, because if this is well, life isn‰Ûªt worth living.",5
22246,Mrs Cooper,6," Oh, sugarpie, you are burning up. We‰Ûªve got to get you to bed.",5
22247,Sheldon,6, Okay.,5
22248,Mrs Cooper,6, Don‰Ûªt worry. Mama‰Ûªs here to take care of her baby.,5
22249,Sheldon,6," And just to be clear, only her baby and not these other people.",5
22250,Mrs Cooper,6, Of course.,5
22251,Sheldon,6, Can I have tea with honey and toast with the crust cut off?,5
22252,Mrs Cooper,6, You can have whatever you want.,5
22253,Sheldon,6," Thanks, Mom.You‰Ûªre the best.",5
22254,Scene,6, Sheldon‰Ûªs bedroom.,5
22255,Mrs Cooper,6," Boy, last time I put VapoRub on you, you didn‰Ûªt have hair on your chest.",5
22256,Sheldon,6," I know, it filled in last year. I didn‰Ûªt get to spend a lot of time with you on this visit.",5
22257,Mrs Cooper,6, And whose fault was that?,5
22258,Sheldon,6, Yours.,5
22259,Mrs Cooper,6," Shelly, you‰Ûªre not eight years old any more. We have to have a different relationship.",5
22260,Sheldon,6," No, we don‰Ûªt. The one we have works great.",5
22261,Mrs Cooper,6," Sweetheart, you are a grown man.",5
22262,Sheldon,6," Or maybe I‰Ûªm part of a new species, that lives for hundreds of years, which means I‰Ûªm still basically a toddler.",5
22263,Mrs Cooper,6," Oh, I so should have taken you to Houston.",5
22264,Sheldon,6, Does this mean you‰Ûªre not going to sing Soft Kitty?,5
22265,Mrs Cooper,6," No, I will always sing you Soft Kitty. (Sings) Soft kitty, warm kitty, little ball of fur‰Û_",5
22266,Leonard (at door),6," Mrs. Cooper, were we supposed to take that pie out of the oven?",5
22267,Sheldon,6, Get out!,5
22268,Mrs Cooper,6," Well, that was rude.",5
22269,Sheldon,6," Well, I know, but he means well. Sing.",5
22270,Mrs Cooper,6," Happy kitty, sleepy kitty‰Û_",5
22271,Sheldon,6," What are you trying to pull, Mom? From the top.",5
22272,Mrs Cooper (to God),6," This is what I‰Ûªm talking about. (Sings) Soft kitty, warm kitty, little ball of fur‰Û_",5
22273,Scene,7, Sheldon‰Ûªs office.,5
22274,Sheldon,7," And reverse the spin on the antiproton, and gamma becomes alpha, multiplied by a matrix of negative I comma zero, and there we have it. Conclusive proof that I am absolutely worthless after nine o‰Ûªclock.",5
22275,Ghostly voice,7," Sheldon, Sheldon.",5
22276,Sheldon,7," Hmm. (Looks outside office door. Corridor lamp sparks and goes out. Corridor is bathed in an eerie glow) All right, all right. I see what‰Ûªs going on. A little pre-Halloween hijinkery. A ghostly moan, a rattling of chains, a witch‰Ûªs cackle. The trifecta of haunted house clichÌ©s. Instead of eek, I say yawn.",5
22277,Ghostly voice,7, Sheldon.,5
22278,Sheldon,7," Oh, the walls are dripping blood, which looks nothing like a phenolphthalein indicator exposed to a sodium carbonate solution. (Reading message on wall) See you in hell Sheldon. The most frightening thing about that is the missing comma. (A luminous skeleton rushes towards him) Ah. Okay, all right. That one was clever. Skeleton with phosphorous on a zip line. Come on out, merry pranksters. Take a bow.",5
22279,Raj,7, You should‰Ûªve seen your face.,5
22280,Sheldon,7," Yes, there‰Ûªs nothing quite like the slightly widened eyes of mildly startled.",5
22281,Howard,7," Come on, admit it. We got you, Sheldon.",5
22282,Sheldon,7," Please, fright depends on an element of surprise. The simple fact is, because I am much smarter than you, and able to anticipate your actions, it is highly unlikely that you two rubes could ever surprise me. (Leonard creeps out behind him wearing a Star Trek Balok mask)",5
22283,Raj,7, He‰Ûªs probably right.,5
22284,Howard,7, We can‰Ûªt beat him. He‰Ûªs just too smart.,5
22285,Sheldon,7, Gentlemen. (Turns and sees Leonard. Screams and faints).,5
22286,Howard,7, Who had money on faints?,5
22287,Raj,7, I had pee his pants.,5
22288,Leonard,7, Hang on. Looks like everyone‰Ûªs a winner.,5
22289,Scene,7, The comic book store.,5
22290,Leonard,7," Oh. Watch out, Sheldon. This little boy Casper is a g-g-g-ghost!",5
22291,Sheldon,7, Droll.,5
22292,Howard,7,Not as droll as a grown man passed out in a puddle of his own urine.,5
22293,Leonard,7, That was pretty droll. With a hint of ammonia.,5
22294,Sheldon,7," Yes, enjoy your japes, gentlemen. You think you‰Ûªve poked fun at a milquetoast academic. Well, you‰Ûªve forgotten one thing. I am also a son of the Lone Star state. I‰Ûªm Texas through and through. And we know how to settle scores down there. If you doubt me, ask Mexico.",5
22295,Stuart,7," Hot girl, nine o‰Ûªclock. Don‰Ûªt everybody look at once!",5
22296,Raj,7, What is she doing in a comic book store?,5
22297,Stuart,7," I don‰Ûªt know, she might be lost. Doesn‰Ûªt matter. Watch and learn. Hi.",5
22298,Hot girl,7, Hi.,5
22299,Stuart,7, Um‰Û_ it-it-it‰Û_ (returns to guys) Shut up.,5
22300,Hot girl (to Leonard),7, Are you getting this Next Men?,5
22301,Leonard,7," Uh, yeah. It‰Ûªs issue number 21. First appearance of Hellboy.",5
22302,Hot girl,7, I know. I‰Ûªve been looking for it for years.,5
22303,Leonard,7, Sorry.,5
22304,Hot girl,7," Hey, if I pretended to hit on you, could I distract you enough to sneak it away?",5
22305,Leonard,7," Yes, but you‰Ûªd be using your superpowers for evil.",5
22306,Hot girl,7," Damn, I‰Ûªm forbidden by my Kryptonian father to do so. I am Alice.",5
22307,Leonard,7, Leonard.,5
22308,Alice,7," You are very cute, Leonard.",5
22309,Leonard,7," Thanks. You, too. You know, go ahead and take it.",5
22310,Alice,7," No, no. No, no, I, I, I did evil. Would you be open to a trade?",5
22311,Leonard,7," Uh, yeah, yeah, sure, I guess.",5
22312,Alice,7," Okay. Here. This is my number, call me.",5
22313,Leonard,7," Sorry, palm‰Ûªs a little sweaty. What‰Ûªs that word?",5
22314,Alice,7, Alice.,5
22315,Leonard,7," Oh, right, your name. That makes more sense than penis.",5
22316,Alice,7, Later.,5
22317,Howard,7, Did we just see you pick up a girl in a comic book store?,5
22318,Stuart,7," ‰Û÷Cause if you did, you get your picture up there on the Wall of Heroes.",5
22319,Leonard,7," No, I don‰Ûªt think I picked her up. Besides, I have a girlfriend.",5
22320,Stuart,7," Doesn‰Ûªt matter. This is the closest anyone‰Ûªs ever come. You‰Ûªre going on the wall, my friend.",5
22321,Scene,7, Entering the apartment building.,5
22322,Sheldon,7, Be sure to check the mail.,5
22323,Leonard,7, How many times are you gonna tell me? What‰Ûªs with you?,5
22324,Sheldon,7, Nothing. It‰Ûªs not suspicious that I‰Ûªm fixating. It‰Ûªs consistent with my personality.,5
22325,Leonard,7, Right.,5
22326,Penny,7," Hey, guys.",5
22327,Leonard,7, More Halloween candy? Didn‰Ûªt you just buy a bunch of it yesterday?,5
22328,Penny,7, Oh. Yeah. That‰Ûªs gone. It‰Ûªs a rough month when Halloween and PMS hit at the same time.,5
22329,Sheldon,7," Leonard doesn‰Ûªt have time to chat, he has to get the mail.",5
22330,Leonard,7," Will you relax? I‰Ûªll get it in a minute. Hey, how was work?",5
22331,Sheldon,7, Open the mail!,5
22332,Leonard,7," Excuse me. (Sheldon holds fingers in ears) A couple of circulars, nothing important.",5
22333,Penny,7, What‰Ûªs with him?,5
22334,Leonard,7," Hang on. (Sheldon opens mail box. A loud horn blows and a balloon with Leonard‰Ûªs face on pops out. Sheldon faints again.) You might be from Texas, but I‰Ûªm from New Jersey.",5
22335,Scene,7, The apartment. Leonard is with Alice.,5
22336,Leonard,7, Check it out. Jim Lee drew this of me two years ago at Comic Con.,5
22337,Alice,7, What are you wearing?,5
22338,Leonard,7," Well, you know, it‰Ûªs Comic Con. I‰Ûªm Lion-O from ThunderCats.",5
22339,Alice,7," Wow, you must have gotten so laid.",5
22340,Leonard,7, No. But Jessica Alba did rub my furry belly.,5
22341,Alice,7, Want to see a comic I draw?,5
22342,Leonard,7, You‰Ûªre kidding. You have your own book?,5
22343,Alice,7, Yeah. It‰Ûªs kinda based on my life.,5
22344,Leonard,7," Cool. Oh, look. That‰Ûªs you having sex with a guy in the top half of a Chewbacca costume. Comic Con?",5
22345,Alice,7," You‰Ûªd think, but no.",5
22346,Leonard,7, You‰Ûªre very talented. This is really good. Did you do‰Û_ (she kisses him.),5
22347,Alice,7," So, can I trade you my comic for the Hellboy?",5
22348,Leonard,7, You can have my car.,5
22349,Scene,7, Sheldon‰Ûªs office.,5
22350,Sheldon (creeps into office carrying a box),7," Oh, dear. (Reaches into box, picks up a snake) Oh, dear. (Puts snake into Raj‰Ûªs top drawer) Oh, dear, oh, dear. Oh, dear, oh, dear. Oh, dear. Oh, dear. Purell, Purell, Purell, Purell.",5
22351,Raj (entering),7," Good morning, Sheldon.",5
22352,Sheldon,7," It is, isn‰Ûªt it? Oh, bother. Isn‰Ûªt that just always the way? You go to staple something, and you‰Ûªre out of staples. Gosh, I wish I‰Ûªd known that earlier today when I was at Staples.",5
22353,Raj,7, You have a thing of paper clips right there.,5
22354,Sheldon,7," well, no, no, I need something more permanent to join these papers. Say, don‰Ûªt you keep staples in your top desk drawer?",5
22355,Raj,7, I don‰Ûªt know. Maybe.,5
22356,Sheldon,7, Be a lamb and check.,5
22357,Raj,7, All right. (Opening drawer) Who do we have here?,5
22358,Sheldon,7, It‰Ûªs a snake. A terrifying snake.,5
22359,Raj,7," Oh, did some bad man put us in a drawer?",5
22360,Sheldon,7, Stop talking like that. You‰Ûªve been rendered speechless by fear.,5
22361,Raj,7, Let‰Ûªs go to the biology lab and find you some nice yummy mice.,5
22362,Sheldon,7," I tried to scare an Indian with a snake. Come on, Cooper. You‰Ûªre better than this.",5
22363,Scene,7, Penny‰Ûªs apartment. There is a knock.,5
22364,Penny,7, It‰Ûªs open.,5
22365,Leonard,7," Hey, you got a minute?",5
22366,Penny,7," Yeah, sure, come on in.",5
22367,Leonard,7, Thanks.,5
22368,Penny,7, Want some mac and cheese?,5
22369,Leonard,7, No. Lactose. Gas.,5
22370,Penny,7, Glass of wine?,5
22371,Leonard,7, No. Sulfites. Migraines.,5
22372,Penny,7," Okay, well, I‰Ûªd offer you Halloween candy, but that‰Ûªs gone. So, what‰Ûªs up?",5
22373,Leonard,7," Okay, we used to go out, right?",5
22374,Penny,7," Oh, my God, that‰Ûªs where I know you from.",5
22375,Leonard,7," I‰Ûªm dealing with a situation and it‰Ûªs kind of about my love life, so I know that might be weird for us to talk about, but in this area, as you know, all my other friends are just so stupid.",5
22376,Penny,7," All right, what‰Ûªs going on?",5
22377,Leonard,7," So, you‰Ûªre okay talking about this?",5
22378,Penny,7, Yes.,5
22379,Leonard,7, You‰Ûªre sure it‰Ûªs not weird.,5
22380,Penny,7, It‰Ûªs okay.,5
22381,Leonard,7," You know what, if you ever want to talk to me about a problem in your life with a guy, then I would be fine with that.",5
22382,Penny,7," Okay, good, because there‰Ûªs this one guy I used to date who‰Ûªs about to be force-fed wine and cheese if he doesn‰Ûªt get to the point.",5
22383,Leonard,7," Okay, uh, here it is. Is it cheating if a guy has a girlfriend‰Û_",5
22384,Penny,7," Yeah, probably.",5
22385,Leonard,7, Come on.,5
22386,Penny,7," I‰Ûªm sorry, go ahead.",5
22387,Leonard,7," I met this girl, and she‰Ûªs great. We have a lot in common.",5
22388,Penny,7, Did you guys do it?,5
22389,Leonard,7, No. We just made out a little.,5
22390,Penny,7," Oh, look at you, you bad boy. Did you tell her about Priya?",5
22391,Leonard,7," Well, I was gonna, but there were too many tongues in my mouth.",5
22392,Penny,7, That‰Ûªs gross.,5
22393,Leonard,7," Here‰Ûªs the thing, I, I‰Ûªm not one of those guys who sneaks around and sleeps with more than one woman.",5
22394,Penny,7," Well, good for you.",5
22395,Leonard,7," The problem is, I want to be one of those guys.",5
22396,Penny,7, So sleep with the new girl and lie to Priya.,5
22397,Leonard,7," Oh, that‰Ûªs not who I am.",5
22398,Penny,7," All right, then break it off with the new girl.",5
22399,Leonard,7," Now, let‰Ûªs not do anything rash. She‰Ûªs really hot.",5
22400,Penny,7," If you like this girl so much, why don‰Ûªt you just end things with Priya?",5
22401,Leonard,7, Priya and I are in love. I think we could get married someday.,5
22402,Penny,7," Leonard, you‰Ûªre looking for a way to sleep with both women and have everybody be happy about it.",5
