index,episode,season,line
2160,1,1,Morty: Whoooooo!
2161,1,1,"(Rick and Morty run through the equipment on the ceiling, before they slip off to the ground)"
2162,1,1,"Alien: Aah! Aw, hell, no, dawg. You know me I'm just trying to-"
2163,1,1,(Rick and Morty crash to the ground and the alien dies. They then run to the portal computer)
2164,1,1,"Rick: I need to type in the coordinates to our home world, Morty. Cover me."
2165,1,1,(Rick tosses Morty a gun)
2166,1,1,"Morty: Oh, man. I mean, you know, I-I don't want to shoot nobody."
2167,1,1,"Rick: They're just robots, Morty! It's okay to shoot them! They're robots!"
2168,1,1,"(Morty shoots a Glenn, blowing his leg off, and making blood gush out as he drops down in pain)"
2169,1,1,Glenn: Aaaaah! My leg is shot off!
2170,1,1,Other Gromflomite: Glenn's bleeding to death! Someone call his wife and children!
2171,1,1,"Morty: They're not robots, Rick!"
2172,1,1,"Rick: It's a figure of speech, Morty. They're bureaucrats. I don't respect them. Just keep shooting, Morty. You have no idea what prison is like here!"
2173,1,1,(Morty continues shooting up the Gromflomites and even kills some innocent bystanders while Rick hacks into the portal to take them back home)
2174,1,1,Morty: Holy crap! This is insane!
2175,1,1,(Rick opens the portal and takes Morty in with him)
2176,1,1,"Rick: Come on, Morty! We got to get the hell out of here!"
2177,1,1,(The portal opens up in the lunchroom at school and Rick and Morty land on the table where Jessica and her friends are eating)
2178,1,1,Jessica: Wow. Did you just come into the cafeteria through a portal?
2179,1,1,"Morty (Nervous): Uh, yeah. Well, you know, my my Ferrari's in the shop. (Nervously Laughs) Just kidding."
2180,1,1,"Jessica: You're Morty, right?"
2181,1,1,Morty (Happy): Yeah.
2182,1,1,(Rick grabs Morty and takes him way)
2183,1,1,"Rick: You can get his number later. Come on, Morty. We got to get out of here. You got to get those seeds out of your ass."
2184,1,1,"(Rick and Morty are stopped by Jerry, Beth, and Principal Vagina)"
2185,1,1,"Jerry (Angry): Oh, look, honey. It's our son with Albert Ein-douche."
2186,1,1,Beth (Confused): What?
2187,1,1,"Jerry (Put off): I'm an angry father, not an improvisor."
2188,1,1,"Rick: Oh, hi, Jerry. (Poorly acting) Oh, my goodness, Morty! What are you doing out of class? We talked about this. Your your parents and I are very disappointed in in this behavior ... No? No takers?"
2189,1,1,(Rick and Morty are back at home in the garage while Jerry and Beth start taking all his things and packing them up so he can move to the nursing home)
2190,1,1,Rick: You guys should really not be touching that stuff. It's beyond your reasoning.
2191,1,1,Jerry (Angry): You're beyond our reasoning!
2192,1,1,Rick: Takes one to know one.
2193,1,1,"Beth (Angry and Disappointed): Dad, how could you make my son miss an entire semester of school? I mean, it's not like he's a hot girl. He can't just bail on his life and set up shop in someone else's."
2194,1,1,Rick: What what are you guys doing with my stuff?
2195,1,1,Beth: We're moving you to a nursing home.
2196,1,1,"Rick: A nursing home? What are what are you, nuts? I'm a genius. I build robots for fun."
2197,1,1,"Jerry: Well, now you can build baskets and watch Paul Newman movies on VHS and mentally scar the boy scouts every Christmas."
2198,1,1,Beth (Confused): What does that mean?
2199,1,1,Jerry (Put off): It's personal.
2200,1,1,"Morty: Dad, mom, come on. Rick just needed my help is all."
2201,1,1,"Jerry: Morty, stay out of this. You are obviously not capable of judging these situations on your own."
2202,1,1,Rick: What are you trying to say about Morty? That he's stupid or something?
2203,1,1,"Beth: Oh, don't high-road us, dad. You know fully well that Morty is the last child that needs to be missing classes."
2204,1,1,Rick: I-I-I don't know what you mean by that. Can can can you be a little bit more specific?
2205,1,1,"Jerry: Oh, for crying out- he's got some kind of disability or something. Is that what you want us to say?"
2206,1,1,Morty: I do?
2207,1,1,"Jerry: Well, duh doy, son. Look, I love you, Morty, but we both know you're not as fast as the other kids, and if you want to compete in this world, you got to work twice as hard."
2208,1,1,"Morty: Aw, geez, dad. Y-you know, that's a lot to drop on a kid all at once."
2209,1,1,"Rick: Morty, t-tell your parents the square root of pi."
2210,1,1,"Morty: Oh, come on, Rick. You know I can't."
2211,1,1,"Rick: The square root of pi, Morty. Go!"
2212,1,1,Morty: 1.77245385... Whoa!
2213,1,1,Beth: What the hell?
2214,1,1,Jerry: Holy crap. He's right.
2215,1,1,"Rick: Morty, tell your parents the first law of Thermodynamics."
2216,1,1,"Morty: ""The increment in the internal energy of a system is equal to the increment of heat supplied to the system."" Wow! I'm so smart!"
2217,1,1,Jerry: But-
2218,1,1,Rick: I told the both of you school is stupid. It's not how you learn things. Morty's a gifted child. He has a special mind. That's why he's my little helper. He's like me. He's gonna be doing great science stuff later in his life. He's too smart for school. He needs to keep hanging out and helping me.
2219,1,1,"Beth: Jerry, I don't want whatever's happening here to stop."
2220,1,1,"Jerry: No, I-I understand. Uh, maybe we overreacted. But he has to keep going to school."
2221,1,1,"Rick: Okay, Jerry. You drive a hard bargain, but what am I supposed to do? Say no? You you really wear the pants around here. I just want you to know, between us, from now on, it's gonna be clear communication."
2222,1,1,"(Summer buts in, crying over the death of Frank)"
2223,1,1,Summer (In Tears): Frank Palicky was frozen to death today!
2224,1,1,Rick: No idea what you're talking about.
2225,1,1,"(Summer leaves, crying)"
2226,1,1,"Jerry: Okay. Well, uh, Morty, it's your bedtime in an hour. Don't stay up all night again. This is good, though. This can work. I think we can be a family and now, Beth, if you'll have me, I would love to have you."
2227,1,1,Beth: You know what? Okay.
2228,1,1,(Beth and Jerry leave)
2229,1,1,"Morty: Holy cow, Rick. I didn't know hanging out with you was making me smarter."
2230,1,1,"Rick: Full disclosure, Morty it's not. Temporary superintelligence is just a side effect of the mega seeds dissolving in your rectal cavity."
2231,1,1,"Morty: Aw, man."
2232,1,1,"Rick: Yeah, and once those seeds wear off, you're gonna lose most of your motor skills, and you're also gonna lose a significant amount of brain functionality for 72 hours, Morty. Starting right about now."
2233,1,1,"Morty: Ohh, man. (Losing consciousness) Oh, geez! Ohh."
2234,1,1,(Morty drops to the ground and starts moaning as he has a seizure)
2235,1,1,"Rick: I'm sorry, Morty. It's a bummer. In reality, you're as dumb as they come and I needed those seeds real bad, and I had to give them up just to get your parents off my back, so now we're gonna have to go get more"
2236,1,1,"Rick: And then we're gonna go on even more adventures after that, Morty and you're gonna keep your mouth shut about it, Morty, because the world is full of idiots that don't understand what's important, and they'll tear us apart, Morty but if you stick with me, I'm gonna accomplish great things, Morty, and you're gonna be part of them, and together, we're gonna run around, Morty. We're gonna do all kinds of wonderful things, Morty. Just you and me, Morty. The outside world is our enemy, Morty. We're the only friends we've got, Morty. It's just Rick and Morty. Rick and Morty and their adventures, Morty. Rick and Morty forever and forever. Morty's things. Me and Rick and Morty running around, and Rick and Morty time. All day long, forever. All a hundred days. Rick and Morty forever 100 times. Over and over, rickandmortyadventures.com. All 100 years. Every minute, rickandmorty.com."
2237,2,2,"Rick:ÊLearning to fly this thing, Morty, it's gonna be really liberating. Y-Y-YouÕre gonna be free to go on all kinds of errands for me."
2238,2,2,
2239,2,2,Morty:ÊCool.
2240,2,2,
2241,2,2,"Rick:Ê*points out the window* See that planet right there? DonÕt fly too close to that planet. SomeoneÕll come out and try to wash your windshield. (RickÕs phone rings.) Hold on. *picks up* Yup. Yeah, I have it. Where do you wanna meet? Alright, cool. *hangs up* Alright Morty, lessonÕs over. We got some business to attend to a few lightminutes south of here."
2242,2,2,
2243,2,2,"Jerry:ÊOh, you still use ÔsouthÕ in space?"
2244,2,2,
2245,2,2,"Rick:Ê*startled* WHOA! Jesus, Jerry, what the hell are you doing here?!"
2246,2,2,
2247,2,2,Jerry:ÊWhat are you talking about? We agreed a boyÕs father should be present when heÕs learning to drive.
2248,2,2,
2249,2,2,"Rick:ÊIÊguessÊI remember that. *rubs forehead* Wow. And youÕve just been back there this whole time? Amazing. Well we donÕt have time to take him to Earth, Morty. Head for 3124-917."
2250,2,2,
2251,2,2,Jerry:Ê*chuckles* Cool! Looks like IÕm cominÕ along for an adventure!
2252,2,2,
2253,2,2,Rick:ÊYep.
2254,2,2,
2255,2,2,[Trans. Empty space]
2256,2,2,
2257,2,2,Morty:ÊThis is where weÕre going?
2258,2,2,
2259,2,2,"Rick:ÊNope. (An asteroid-like mass materializes before them.) This is. You can park in a handicapped spot, Morty. Anything with less than eight limbs is considered disabled here."
2260,2,2,
2261,2,2,(Morty parks clumsily.)
2262,2,2,
2263,2,2,[Trans. Int.ÊJerryboree]
2264,2,2,
2265,2,2,(Human MusicÊplays in the lobby as Rick signs Jerry in.)
2266,2,2,
2267,2,2,Jerry-Sitter:ÊWell look at this fella. *pinches JerryÕs cheek* ArenÕt you handsome?
2268,2,2,
2269,2,2,Jerry:ÊThank you! IÕm Jerry. *extends hand*
2270,2,2,
2271,2,2,"Jerry-Sitter:Ê*as if speaking to a child* Oh, I know you are. Did you come here in a spaceship?"
2272,2,2,
2273,2,2,(She guides Jerry through a set of doors.)
2274,2,2,
2275,2,2,"Jerry:ÊIÕm travelling with my son and father-in-law. Uh, wait, are they coming?"
2276,2,2,
2277,2,2,"Jerry-Sitter:ÊOh, theyÕll be back soon."
2278,2,2,
2279,2,2,Jerry:ÊWhat?
2280,2,2,
2281,2,2,"(A set of sliding doors open, revealing a room full of Jerrys from different dimensions.)"
2282,2,2,
2283,2,2,Pajama Jerry:ÊI donÕt know how this works!
2284,2,2,
2285,2,2,Underpants Jerry:ÊHelp me!
2286,2,2,
2287,2,2,Jerry:ÊWhat the hell?
2288,2,2,
2289,2,2,"Pajama Jerry:ÊI know, right?"
2290,2,2,
2291,2,2,"Tuxedo Jerry:Ê*enters room* Oh, what the hell?"
2292,2,2,
2293,2,2,"Jerry:ÊI know, right?"
2294,2,2,
2295,2,2,[Trans. Jerryboree Lobby]
2296,2,2,
2297,2,2,Morty:Ê*looking at a pamphlet* Jerryboree? You created a daycare for my dad?
2298,2,2,
2299,2,2,"Rick:ÊYou kidding? IÊwishÊI had this idea. WellÉ I did have this idea, but I wish I was the version of me that owned it. That guyÕs rich."
2300,2,2,
2301,2,2,Receptionist:ÊDonÕt forget to check the reason for your drop-off.
2302,2,2,
2303,2,2,"Rick:Ê*checks off ÒStowawayÓ and ÒAnnoying meÓ* Trust me Morty, IÕve heard stories from other Ricks. Jerrys donÕt tend to last five minutes off of Earth. This is a totally unregistered cross-temporal asteroid. Here they can romp and play with other Jerrys. It couldnÕt be safer."
2304,2,2,
2305,2,2,"(As they walk out, Rick hands Morty a ticket.)"
2306,2,2,
2307,2,2,"Rick:ÊHey Morty, hang onto this. That numberÕs your dad. If you lose it, weÕre not gonna be able to get him back."
2308,2,2,
2309,2,2,[Intro sequence]
2310,2,2,
2311,2,2,[Trans. Parking garage]
2312,2,2,
2313,2,2,"(Morty parks the ship clumsily, damaging nearby vehicles.)"
2314,2,2,
2315,2,2,"Rick:ÊOkay, wait here."
2316,2,2,
2317,2,2,Morty:ÊI wanna come with.
2318,2,2,
2319,2,2,"Rick:ÊDonÕt come with. ItÕs boring, itÕs *burps* business stuff."
2320,2,2,
2321,2,2,"Morty:ÊWhat kinda business do you do in a garage? You know, this seems a little shady."
2322,2,2,
2323,2,2,"Rick:ÊRight, like nothing shady ever happened in a fully furnished office? You ever hear about Wall Street Morty? Y-You know what those guys do in thÑin their fancy board rooms? They take their balls, and they dip Ôem in cocaine, and they wipe Ôem all over each other. You know, Grandpa goes around, and he does his business in public because Grandpa isnÕt shady."
2324,2,2,
2325,2,2,(Krombopulos MichaelÊknocks on RickÕs window.)
2326,2,2,
2327,2,2,"Rick:ÊAh, crap. *rolls down window* Hey, whatÕs up?"
2328,2,2,
2329,2,2,"Krombopulos Michael:ÊHey, Rick! Haha! Here you go, three thousandÊFlurbos! DÕyou have the weapon?"
2330,2,2,
2331,2,2,"Rick:ÊCanÉ Can we pleaseÉ? This is myÊgrandson, Morty."
2332,2,2,
2333,2,2,Krombopulos Michael:ÊWell hi Morty! IÕm Krombopulos Michael! IÕm an assassin. I buy guns from your grandpa.
2334,2,2,
2335,2,2,"Rick:ÊUgh. *passes Krombopulos Michael a case containing the antimatter gun* Here, now go away."
2336,2,2,
2337,2,2,"Krombopulos Michael:Ê*examines weapon* Ooh, yeah, this looks deadly. So this shoots antimatter? My target canÕt be killed with regular matter. Nice to meet you, Morty! Listen, if you ever need anybody murdered, *passes Morty his card* please give me a call. IÕm very discreteÑ"
2338,2,2,
2339,2,2,Rick:ÊY-Y-Y-YouÕre gonna give him your card?!
2340,2,2,
2341,2,2,"Krombopulos Michael:ÊI have no code of ethics, I will kill anyone, anywhere! Children, animals, old people, doesnÕt matter. I just love killinÕ!"
2342,2,2,
2343,2,2,(Krombopulos Michael leaves.)
2344,2,2,
2345,2,2,Morty:ÊÉYou sell weapons to killers for money?
2346,2,2,
2347,2,2,"Rick:ÊUghÉ YouÕve got what the intergalactic call a very planetary mindset, Morty. ItÕs more complicated out here! These are Flurbos. Do you understand what two humans can accomplish with three thousand of these?"
2348,2,2,
2349,2,2,"Morty:ÊUh, what?"
2350,2,2,
2351,2,2,Rick:ÊAn entire afternoon atÊBlips and Chiiiitz!
2352,2,2,
2353,2,2,[Trans. Blips and Chitz]
2354,2,2,
2355,2,2,"Rick:ÊAw, this place is the best. ItÕs got beer, games, prizes, and you can never tell what time it is."
2356,2,2,
2357,2,2,Morty:ÊYou sold a gun to a murderer so you could play video games?
2358,2,2,
2359,2,2,"Rick:ÊYeah, sure, if you spend all day shuffling words around you can make anything sound bad, Morty. *puts a helmet on MortyÕs head* Here, check this out."
2360,2,2,
2361,2,2,(MortyÕs eyes roll back into his head.)
2362,2,2,
2363,2,2,[Trans.ÊRoyÕsÊroom]
2364,2,2,
2365,2,2,Roy:ÊAh!
2366,2,2,
2367,2,2,"(Roy wakes up, frightened and panting.)"
2368,2,2,
2369,2,2,"RoyÕs mother:ÊRoy, whatÕs wrong?"
2370,2,2,
2371,2,2,Roy:ÊIÉhad a nightmare. I was with an old manÉ He put a helmet on me.
2372,2,2,
2373,2,2,"RoyÕs mother:ÊItÕs just a fever. Get some sleep, I donÕt want you missing school on Monday. *walks out of the room and switches off the lights*"
2374,2,2,
2375,2,2,[Trans. RoyÕs school]
2376,2,2,
2377,2,2,Teacher:ÊI want you kids to look around you today and think about your future. (Roy looks outside and sees kids playing with a football. He smiles.) Now is the time in your life when anything is possible.
2378,2,2,
2379,2,2,[Trans. Football game]
2380,2,2,
2381,2,2,"(Roy is now older, and a football player.)"
2382,2,2,
2383,2,2,"Announcer:ÊSpiraling perfectly, itÕs gonna be caught by Roy Parsons! Roy Parsons is at the 20! (Roy makes eye contact with a girl in the stands.) Now heÕs at the 10! Nothing can stop Roy the Rocket! Touchdown!"
2384,2,2,
2385,2,2,[Trans. RoyÕs kitchen]
2386,2,2,
2387,2,2,"(Roy is older, now married to the girl from the football game with a young son. TheyÕre eating dinner.)"
2388,2,2,
2389,2,2,RoyÕs wife:ÊI just think itÕs time to get realistic. Have you talked to my father about the carpet store? Roy?
2390,2,2,
2391,2,2,[Trans. Carpet store]
2392,2,2,
2393,2,2,(Roy now works at the carpet store. He gets a call from his doctor.)
2394,2,2,
2395,2,2,[Trans. DoctorÕs office]
2396,2,2,
2397,2,2,"Doctor:ÊHad we caught it soonerÉ Well, hindsight is 20-20, Roy. WhatÕs important is that we move quickly."
2398,2,2,
2399,2,2,[Trans. Hospital room]
2400,2,2,
2401,2,2,"(Roy is battling cancer. His wife, older, sits with him.)"
2402,2,2,
2403,2,2,Roy:ÊIÕm notÉready to dieÉ
2404,2,2,
2405,2,2,RoyÕs wife:Ê*takes his hand* YouÕre not going to.
2406,2,2,
2407,2,2,[Trans. RoyÕs house]
2408,2,2,
2409,2,2,"(Roy survived surgery. His wife wheelchairs him into the house, where friends and relatives applaud his entry. A streamer reads ÒCANCER CANÕT BEAT THE ROCKETÓ)"
2410,2,2,
2411,2,2,[Trans. Carpet store]
2412,2,2,
2413,2,2,"(Roy is older still, now greying and wearing glasses.)"
2414,2,2,
2415,2,2,"Customer:ÊHey, thanks for the carpet, Roy."
2416,2,2,
2417,2,2,"(Roy shakes his hand, then sits and looks fondly at a trophy that reads ÒWorldÕs Greatest Dad.Ó)"
2418,2,2,
2419,2,2,"Voice:Ê*shouting from off screen* Hey Roy, you pull those Persian off-white shags for the clearance sale?"
2420,2,2,
2421,2,2,(Roy gets up and steps onto a short ladder to retrieve the rugs. He loses his balance.)
2422,2,2,
2423,2,2,Roy:ÊWhoa. Sh-shit! Shit!
2424,2,2,
2425,2,2,(He hits the ground and dies. Text reads ÒGAME OVERÓ.)
2426,2,2,
2427,2,2,[Trans. Blips and Chitz]
2428,2,2,
2429,2,2,"(Morty regains consciousness and removes the helmet, frightened and confused.)"
2430,2,2,
2431,2,2,Morty:ÊWhoa! What the hell?! WhaÑWhere am I?! What the hell?!
2432,2,2,
2433,2,2,"Rick:ÊFifty-five years. Not bad, Morty. You kinda wasted your thirties though with that whole birdwatching phase."
2434,2,2,
2435,2,2,"Morty:Ê*looks around, grips his head* WÉ WhereÕs my wife?"
2436,2,2,
2437,2,2,"Rick:ÊMorty. You were just playing a game. ItÕs called Roy. Snap out of it, come on. *hands him his tickets*"
2438,2,2,
2439,2,2,"Morty:ÊIÕm MortyÉ YouÕre RickÉ Hey, you sold a gun to a guy that kills people!"
2440,2,2,
2441,2,2,Rick:ÊLookit this. You beat cancer and then you went back to work at the carpet store? Boo.
2442,2,2,
2443,2,2,(Rick sits in the seat to play Roy.)
2444,2,2,
2445,2,2,"Morty:ÊDonÕt dodge the issue, Rick! Selling a gun to a hitman is the same as pulling the trigger!"
2446,2,2,
2447,2,2,"Rick:ÊItÕs also the same as doing nothing. If Krombopulos Michael wants someone dead, thereÕs not a lot anybody can do to stop him. ThatÕs why he does it for a living? Now if youÕll excuse me, itÕs time to thrash your Roy score. *puts on the helmet*"
2448,2,2,
2449,2,2,"Morty:ÊYou could stop this killing from happening, Rick! You know, y-you did a bad thing selling that gun, but you could undo it if you wanted!"
2450,2,2,
2451,2,2,"Rick:ÊUh-huh, yeah, thatÕs the difference between you and me, Morty. I never go back to the carpet store."
2452,2,2,
2453,2,2,"Alien:Ê*passing by, sees Rick playing Roy* Holy shit! This guyÕs taking Roy off the grid! (Other alien patrons gasp and congregate around Rick.) This guy doesnÕt have a social security number for Roy!"
2454,2,2,
2455,2,2,"(Morty looks at Krombopulos MichaelÕs business card, which shows his location, and walks away.)"
2456,2,2,
2457,2,2,[Trans. Jerryboree]
2458,2,2,
2459,2,2,(Jerry approaches the Jerrysitter from earlier.)
2460,2,2,
2461,2,2,"Jerry:ÊHi, IÕm sorry, I think there was a misunderstanding. IÕm an adult and would like to go home, please."
2462,2,2,
2463,2,2,Jerry-Sitter:ÊWell of course! Right through that tube. *points to a tube in the wall*
2464,2,2,
2465,2,2,Jerry:Ê*muttering to self* Unbelievable. *approaches the tube and starts climbing in*
2466,2,2,
2467,2,2,Jerry-Sitter:ÊYouÕre doing great!
2468,2,2,
2469,2,2,"Jerry:Ê*indignantly* I know how to crawl in a tube. *to himself, while crawling* UghÉ Come onÉ This is harder than it looksÉ (Suddenly the tube transitions into a slide.) Whoooooaaaa!"
2470,2,2,
2471,2,2,(Jerry lands in a ballpit in an area designed similarly to the Smith house. Other Jerrys are in the ballpit playing Marco Polo.)
2472,2,2,
2473,2,2,Pink-shirt Jerry:ÊMarco? (Jerrys laugh.) Marco?
2474,2,2,
2475,2,2,Other Jerry:ÊCome find me.
2476,2,2,
2477,2,2,Pink-shirt Jerry:ÊMarco? (Jerrys laugh again.)
2478,2,2,
2479,2,2,(Our Jerry seems disturbed.)
2480,2,2,
2481,2,2,Jerry:ÊYou guys are enjoying this? DonÕt you feel a littleÉ patronized?
2482,2,2,
2483,2,2,Pink-shirt Jerry:ÊHow so?
2484,2,2,
2485,2,2,(Someone dressed in a largeÊBethÊcostume approaches the ballpit.)
2486,2,2,
2487,2,2,Daycare Beth:ÊJerry!
2488,2,2,
2489,2,2,Other Jerry:ÊBeeeth.
2490,2,2,
2491,2,2,"Jerry:ÊOh, come on, this is ridiculous!"
2492,2,2,
2493,2,2,"Daycare Beth:ÊI love you, Jerry!"
2494,2,2,
2495,2,2,Jerry:ÊAwÉ BethÉ
2496,2,2,
2497,2,2,Daycare Beth:ÊWho wants to come watch Midnight Run with directorÕs commentary on?
2498,2,2,
2499,2,2,Jerrys:ÊOh! Yes! Definitely!
2500,2,2,
2501,2,2,Daycare Beth:ÊFirst one there gets to adjust the picture settings!
2502,2,2,
2503,2,2,(Jerrys become more excited.)
2504,2,2,
2505,2,2,Jerry:ÊThe factory tint setting is always too high! *climbs out of the ballpit and hurries after ÒBethÓ with the other Jerrys*
2506,2,2,
2507,2,2,Other Jerry:ÊOut of my way!
2508,2,2,
2509,2,2,Another Jerry:ÊThe factory tint setting is always too high!
2510,2,2,
2511,2,2,[Timeskip]
2512,2,2,
2513,2,2,"(Daycare Beth sits on a couch with a Jerry on each side of her and dozens of other Jerrys surrounding them, watching Midnight Run.)"
2514,2,2,
2515,2,2,[Trans. Government outpost]
2516,2,2,
2517,2,2,"(Krombopulos Michael prepares to carry out the hit. He holds up a heart shaped locket with a picture of a presumed romantic partner in it, kisses the locket, and puts it away.)"
2518,2,2,
2519,2,2,"KrombopulosÊMichael:ÊOh boy, here I go killinÕ again!"
2520,2,2,
2521,2,2,"(Krombopulos Michael sneaks through the building, killing severalÊGromflomiteÊguards along the way before arriving in the chamber his target is kept. His target appears to be a strange, gaseous being. Krombopulos Michael draws his weapon, but before he can shoot, Morty crashes RickÕs ship through the ceiling, crushing him.)"
2522,2,2,
2523,2,2,Ship:ÊYou have arrived at Krombopulos Michael. Your destination is below.
2524,2,2,
2525,2,2,"Morty:Ê*dazed* All out of off-white PersiansÉ *gets out of the ship and realizes he killed Krombopulos Michael* Oh man, wha-wh-wh-what have I done?! *picks up KMÕs arm and the antimatter gun*"
2526,2,2,
2527,2,2,Gromflomite:Ê(pointing a gun at Morty) Drop the gun!
2528,2,2,
2529,2,2,Morty:ÊYou donÕt understand! This guy was gonna kill someone!
2530,2,2,
2531,2,2,Gromflomite:ÊI guess that makes two of us. *fires up his weapon*
2532,2,2,
2533,2,2,"(A portal forms through the guard, bisecting him down the middle, and Rick walks out of it.)"
2534,2,2,
2535,2,2,"Rick:ÊWhat are you doing Morty?! This is a Galactic Federation outpost! Look, I donÕt have time to tell you my entire backstory, but Grandpa and government donÕt get along!"
2536,2,2,
2537,2,2,Fart:ÊYou saved my life!
2538,2,2,
2539,2,2,(Rick and Morty both turn to face the gaseous being.)
2540,2,2,
2541,2,2,Rick:ÊWhat?
2542,2,2,
2543,2,2,Morty:ÊHuh?! Are you Krombopulos MichaelÕs target? W-WwwwhatÕs your name?
2544,2,2,
2545,2,2,"Fart:ÊMy kind has no use for names. I communicate through what you call ÒJessicaÕs feet.Ó No, Òtelepathy.Ó"
2546,2,2,
2547,2,2,"Rick:ÊOh, good job, Morty. Y-Y-Y-You killed my best customer but you saved a mind-reading fart!"
2548,2,2,
2549,2,2,"Fart:ÊI like this name, ÔFart.Õ Morty, would you kindly release me by pulling that lever to the left of my cell? I am in great pain."
2550,2,2,
2551,2,2,"Rick:ÊMorty, donÕt do it. (Morty walks toward the lever.) MortyÉ (Morty glances at Rick before pulling the lever. Alarms start to sound as Fart escapes his cell.) Morty, you idiot!"
2552,2,2,
2553,2,2,"Morty:ÊOh crap, letÕs get you outta here!"
2554,2,2,
2555,2,2,"Rick:ÊWe canÕt get him outta here. HeÕs gaseous. HeÕs not gonna make it through a portal, Morty."
2556,2,2,
2557,2,2,"Morty:Ê*stomps past Rick* Well then I guess weÕre all getting in the car! Right, uhÉ"
2558,2,2,
2559,2,2,Fart:ÊFart.
2560,2,2,
2561,2,2,Morty:ÊNo! Jus-j-j-just get in the car!
2562,2,2,
2563,2,2,(Fart floats into the car and Morty sits in the driverÕs seat.)
2564,2,2,
2565,2,2,"Rick:ÊMorty, come on, I-I wanna go back to Blips and Chitz. I donÕt wanna deal with this!"
2566,2,2,
2567,2,2,"Morty:ÊY-YouÕve been clear on the fact that you donÕt wanna help, so just go away!"
2568,2,2,
2569,2,2,Fart:ÊMore are coming.
2570,2,2,
2571,2,2,(Rick starts walking off.)
2572,2,2,
2573,2,2,Rick:ÊScrew this. IÕm out.
2574,2,2,
2575,2,2,"(Rick forms a portal and leaves through it. Morty tries to start the car as a Gromflomite approaches, but it stalls.)"
2576,2,2,
2577,2,2,"Morty:ÊOoohÉ! Come on, come on!"
2578,2,2,
2579,2,2,Gromflomite:ÊGet out of the vehicle made of garbage or we will open fire!
2580,2,2,
2581,2,2,Morty:Ê*still trying to start the car* Oh no no no!
2582,2,2,
2583,2,2,Gromflomite:ÊOpen fire!
2584,2,2,
2585,2,2,"(A portal appears directly above the guards and water pours out of it, flooding the room. Another portal appears on the floor, and the water and Gromflomites are sucked into it. A third portal then appears and Rick emerges through it, walking up to the car.)"
2586,2,2,
2587,2,2,Rick:ÊStupid-ass fart-saving carpet-store motherfucker! *shoves Morty out of the driverÕs seat and takes the wheel* Move!
2588,2,2,
2589,2,2,(Fart moves to the backseat as Morty takes the passenger seat.)
2590,2,2,
2591,2,2,"Rick:ÊWait, did you fuck with my seat settings?"
2592,2,2,
2593,2,2,(Morty buckles up and Rick begins adjusting the seat settings.)
2594,2,2,
2595,2,2,Fart:ÊMore are coming.
2596,2,2,
2597,2,2,(More Gromflomites storm into the room. Rick continues adjusting the seat.)
2598,2,2,
2599,2,2,Morty:ÊRick!
2600,2,2,
2601,2,2,"Rick:ÊYeah, yeah. (He crashes the car into the Gromflomites before flying away from the outpost.)"
2602,2,2,
2603,2,2,"[Trans.ÊGear World, Int. GearheadÕs shop/residence]"
2604,2,2,
2605,2,2,"(Rick, Morty, and Fart wait whileÊGearheadÊworks on the car. Morty and Fart are watchingÊGazorpazorpfield.)"
2606,2,2,
2607,2,2,Gearhead:ÊYour geldon convertor is pretty dinged up.
2608,2,2,
2609,2,2,"Rick:ÊThatÕs Ôcause my grandson drives like a male Obavradian. Yeah, I said it. Some stereotypes are based in fact."
2610,2,2,
2611,2,2,"Gearhead:ÊActually, itÕs because of years of neglect. You really need to respect your gears, Rick. To you, theyÕre just wheels with teeth, but in my culture, wars have been fought, entireÑ"
2612,2,2,
2613,2,2,"Rick:Ê*interrupts him* So IÕve heard. Just fix it. *to Morty* I donÕt think the Gromflomites can track us now, but it looks like weÕre gonna be here for awhile. *lowers voice* Or, ya know, if you still have that gun K. Michael dropped, we can finish the job and go home."
2614,2,2,
2615,2,2,"Fart:ÊYou do understand IÕm telepathic, right?"
2616,2,2,
2617,2,2,Rick:ÊIÕm being polite.
2618,2,2,
2619,2,2,"Morty:ÊRick, weÕre taking him back where he belongs!"
2620,2,2,
2621,2,2,"Rick:ÊYeah, whereÕs that? Are you going on a quest to find he who smelt it?"
2622,2,2,
2623,2,2,"Fart:ÊI came here accidentally through a wormhole located in what you call Òget out of my head, Fart, I know youÕre in here, la la la laÑÓ No, in what you call the Promethean Nebula."
2624,2,2,
2625,2,2,"Rick:ÊOh great, just a hop, skip, and an 800 lightyear jump!"
2626,2,2,
2627,2,2,"Morty:ÊYou know, you can leave any time you want, Rick."
2628,2,2,
2629,2,2,"Rick:Ê*walks away, muttering* Whatever you wanna do you little punk-ass little bitchÉ"
2630,2,2,
2631,2,2,"Fart:ÊThank you, Morty. You are not like other carbon-based life forms. You put the value of all life above your own."
2632,2,2,
2633,2,2,Morty:ÊThatÕs how things should be. ItÕs how they could be.
2634,2,2,
2635,2,2,Fart:ÊI could not agree more.
2636,2,2,
2637,2,2,(Fart envelops Morty as ÒGoodbye MoonmenÓ begins.)
2638,2,2,
