,character,episode,line,season
10043,SpongeBob,88," I think Mr. Krabs is gonna sing.
",5
10044,Squidward,88," Oh, great.
",5
10045,Mr. Krabs,88," ♪If I could talk to money, how great my life would be. We'd tell each other secrets, all their friends would visit me. I'd bathe in filthy riches, which is clean enough for me. Oh, if you could tell me what you want, how happy we would be. We'd surely be the best of friends, we'd never disagree. There wouldn't be a downside, not one that I could see. If I could talk to money, come along, sing with me.♪
",5
10046,Squidward,88," Uh, no thanks, I got to go.
",5
10047,SpongeBob,88," I really have to pee.
",5
10048,Mr. Krabs,88," ♪If I could talk to money, and it could talk to me. We'd always be the best of friends, for all eternity.♪ [Mr. Krabs chortles]
",5
10049,Patrick,88," [comes out of the bathroom] What did I miss?
",5
10050,Mr. Krabs,88," ♪Oh...♪ [all mumbling and muttering] ♪If I could talk to money, how great my life...♪ [cuts to Mr. Krabs's house outside then inside] Parlez vous Francais? Hable Español? Ou-yay eak-spay ig-pay atin-lay? Mm-hmm. Maybe this will make you talk. Talk! You're being too hard on the little guy. You can talk to me. I'm your friend. [cries] I would give anything to talk to money. Anything!
",5
10051,Flying Dutchman,88," Anything?
",5
10052,Mr. Krabs,88," You?
",5
10053,Flying Dutchman,88," That's right. 'Tis I, the ominous Flying Dutchman. I'll grant your wish but it'll cost you.
",5
10054,Mr. Krabs,88," Yeah, yeah, my immortal soul. I've heard that speech before. [signs contract]
",5
10055,Flying Dutchman,88," Wha...? Well, uh, great. But be warned!
",5
10056,Mr. Krabs,88," Yeah, yeah, skip the lecture. I want what's coming to me.
",5
10057,Flying Dutchman,88," Humph, you're no fun at all, you know that?
",5
10058,Mr. Krabs,88," Hey, is that pixie dust? [the Dutchman throws the dust into Mr. Krabs eyes.Mr. Krabs screams and runs around] Whew, that was a strange dream.
",5
10059,Nickel,88," You think that was a strange dream? I dreamt I was trapped in a prison made of peanut butter.
",5
10060,Mr. Krabs,88," Who said that?
",5
10061,Nickel,88," Down here.
",5
10062,Mr. Krabs,88," Hey, it's a nickel. What were you doing in my belly button, little fella?
",5
10063,Nickel,88," I got stuck in there during your last coin shower. [shudders] I don't want to talk about it.
",5
10064,Mr. Krabs,88," [takes his wallet and takes out a five-dollar bill] Do you have anything to say to me?
",5
10065,Dollar Bill,88," Yeah, when was the last time you brushed your teeth?
",5
10066,Mr. Krabs,88," It worked! I can talk to money. Oh...
",5
10067,Nickel,88," Please, don't start singing again. [cut to Krusty Krab, the next day]
",5
10068,Mr. Krabs,88," Don't worry, darlings. Soon you'll be rejoined with all your friends. [kisses his money]
",5
10069,Mary,88," Oh, my, why don't you kiss me like that?
",5
10070,Old Man Jenkins,88," Don't start.
",5
10071,Squidward,88," That'll be five dollars. [puts money in register]
",5
10072,Five-Dollar Bill,88," Hey, dudes.
",5
10073,Money,88," Run, jump! Jump out! Jump out! [Mr Krabs closes the register and chuckles]
",5
10074,Mr. Krabs,88," [opens up his safe] Good morning, my darlings.
",5
10075,Money,88," Good morning, Mr Krabs.
",5
10076,Mr. Krabs,88," You're coming home with me.
",5
10077,Money,88," Yay!
",5
10078,Mr. Krabs,88," SpongeBob, I did it. I can talk to money. [shows him a bag of money] Go ahead, say hello.
",5
10079,SpongeBob,88," Hello... money.
",5
10080,Mr. Krabs,88," [laughs] Oh, aren't they a riot? [walks out the Krusty Krab]
",5
10081,SpongeBob,88," I'm starting to worry about Mr Krabs.
",5
10082,Squidward,88," I'm worried he just left with my paycheck. [cut to Mr Krabs' house where he's on the floor with his money]
",5
10083,Mr. Krabs,88," Now that we're alone, let's tell each other secrets.
",5
10084,One-Dollar,88," What kind of secrets are you talking about?
",5
10085,Dime,88," Yeah, we live in a safe.
",5
10086,Money,88," yeah!
",5
10087,Mr. Krabs,88," You have any friends you can invite over?
",5
10088,One-Dollar,88," Aren't we enough for you?
",5
10089,Dime,88," Yeah, what's wrong with us?
",5
10090,Money,88," Yeah!
",5
10091,Mr. Krabs,88," Nothing, nothing. You guys are great. I thought you guy might want some company, you know, to make you happy.
",5
10092,Money,88," Why don't you ask what would make us happy.
",5
10093,Mr. Krabs,88," Ok, so how can I make you happy?
",5
10094,Money,88," Spend us!
",5
10095,Mr. Krabs,88," What?
",5
10096,Dime,88," We're money. It's in our nature.
",5
10097,One-Dollar,88," I've been trapped in that safe for eight years. I always wanted to be spent on a fairy princess outfit.
",5
10098,Mr. Krabs,88," What? No way.
",5
10099,Ten-Dollar,88," I want to be spent on corn dogs.
",5
10100,Five-Dollar,88," I want to be spent on diapers.
",5
10101,Money,88," Yeah, yeah, me too.
",5
10102,Mr. Krabs,88," Oh, wait a minute. I am not spending you on corn dogs, diapers, or fairy princess outfits. [cut to the mall]
",5
10103,Clerk,88," Did you find everything ok?
",5
10104,Mr. Krabs,88," [dressed up in the outfits that the money were talking about] Unfortunately.
",5
10105,Money,88," All right! [Mr. Krabs cries]
",5
10106,SpongeBob,88," [he walks up wearing a blue-purple fairy princess outfit. He also eats a corn dog. Under his outfit he has a diaper] Mr. Krabs, lookin' good. [Mr . Krabs screams and runs away]
",5
10107,Patrick,88," [he's dressed in a dark green princess outfit and also has on a diaper as he eats his corn dog] What's wrong with Mr. Krabs?
",5
10108,SpongeBob,88," I don't know. He's acting kind of weird. [cut back to Mr. Krabs' house, at dusk]
",5
10109,Money,88," [moaning] Spend us. Spend us.
",5
10110,Mr. Krabs,88," I can't spend all of you. And none of you want to be spent on stuff I want.
",5
10111,Money,88," Spend us.
",5
10112,Mr. Krabs,88," Ah, you're all shallow and self-absorbed. What did I ever see in you?
",5
10113,Money,88," Spend us.
",5
10114,Mr. Krabs,88," I'm not listening...
",5
10115,Money,88," Spend us.
",5
10116,Mr. Krabs,88," I'm not... [knock on door] SpongeBob?
",5
10117,SpongeBob,88," [back in everyday clothes] Hi, Mr. Krabs. I just came by to make sure you weren't, you know, totally insane.
",5
10118,Mr. Krabs,88," [chuckles as he has bloodshot eyes] Take this bag as far away as possible and bury it. [closes door then nervously chuckles] What have I done? [opens door] Give me that back. [takes the bag of money and closes door again]
",5
10119,SpongeBob,88," Ok,glad you're not insane. [he walks off. Cut to later]
",5
10120,Mr. Krabs,88," [he has a 5 o'clock shadow] Dutchman, you cheated me. Take this horrible curse away! [weeps] I want a refund.
",5
10121,Flying Dutchman,88," All sales are final from the Flying Dutchman, especially for a selfish shellfish like yourself. Try saying that three times fast. Your soul's going into me fanny pack of despair. [squeals] Now pay up. Huh? [He pulls a paper out of Mr. Krabs' pants] An I.O.U. [I Owe You]?
",5
10122,Mr. Krabs,88," Hehe, yeah, well, I sort of sold my soul already.
",5
10123,Flying Dutchman,88," What? To who?
",5
10124,Mr. Krabs,88," To those guys.
",5
10125,Monster,88," We were here first, pops.
",5
10126,Monster #2,88," We've all got a claim on Krabs's soul.
",5
10127,Monster,88," Get to the back of the line. [He does so. He sees SpongeBob in the line]
",5
10128,Mr. Krabs,88," Now, now, I'm sure we can sort this out.
",5
10129,Flying Dutchman,88," You too, SpongeBob?
",5
10130,SpongeBob,88, He was five bucks short on payday. [Flying Dutchman sighs in disappointment],5
10131,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",89," Sponge Out of Water


SpongeBob SquarePants 3


",5
10132,"
The SpongeBob Movie",89," Sponge Out of Water
",5
10133,"
Specials


Plankton's Special Sinister Commentary


Square Roots",89," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",5
10134,"
Square Roots",89," The Story of SpongeBob SquarePants
",5
10135,"
SpongeBob SquarePants 4-D",89," Ride
",5
10136,"
SpongeBob SquarePants 4-D",89," The Great Jelly Rescue!
",5
10137,Squidward,89," Okay, would you like any fries with that?
",5
10138,Customer #1,89," Uh, [turns around to the other customers] Hey, if I get some kelp fries, would you guys share them with me?
",5
10139,Jimmy,89," Do we know you?
",5
10140,Customer #1,89," [turns back to Squidward] Two orders of kelp fries, please.
",5
10141,Squidward,89," And two orders of—
",5
10142,Customer #1,89," I only said one order.
",5
10143,Squidward,89," But you said ""two.""
",5
10144,Customer #1,89," Okay, I'll have two.
",5
10145,Squidward,89," [takes out a ticket for the customers' order] SpongeBob, order up. [all the tickets are stuck in the window, he sighs] Welcome to The Krusty— [all the tickets get shot out and Squidward walks in the kitchen] SpongeBob, what in Neptune's... [sees that SpongeBob's body can't move] SpongeBob? [pushes him back and forth and hat tips over. touches spatula] Well, his spatula's still warm. [pokes his eye] Well, SpongeBob. I must admit this is strange behavior, even for you.
",5
10146,Mr. Krabs,89," [shows up in the kitchen] Ahoy, Squidward. [sees SpongeBob] Good Neptune, SpongeBob. what has gotten into to you, son?
",5
10147,Squidward,89," I think he's in some kind of self-induced trance.
",5
10148,Mr. Krabs,89," No, Squidward. this is worse. he's got the thousand-yard stare. I had it once meself back in me service days. [shakes SpongeBob] What is it, lad? Quick, we're losing money! [SpongeBob's hat falls off and Mr. Krabs picks up what's in it] It's the boy's tiny calendar. And he has circled today's date. [reads the date on the 23rd] ""Important Food Critic visits Krusty Krab.""
",5
10149,Squidward,89," That's what's causing all this? Only a complete moron would worry about what some critic has to say. [both Mr. Krabs and SpongeBob are quivering] I rest my case. [the doors get pushed away and a fish version of Gene Shalit named ""Gene Scallop"" enters and sniffs the air in the restaurant] Hey, in or out, mister. You're lettering out the A.C. [the fish stares at Squidward] Weirdo.
",5
10150,Mr. Krabs,89," Why hello. You're the television food critic Gene Scallop, aren't you? Allow me to introduce myself. I'm Eugene Krabs, owner and proprietor of this fine... [Gene Scallop walks away and up to Squidward]
",5
10151,Squidward,89," Well, do you want to order something or do you just want to block my reading light?
",5
10152,Mr. Krabs,89," Squidward, you just drove away Gene Scallop. Don't you know our lives depend on his review?
",5
10153,Mr. Krabs,89," M— Mr. Scallop, wait, please. Before you go, come on, sit down. Try one of our delicious Krabby Patties. It's absolutely— [spits while trying to say ""free""] Complimentary. [cut to SpongeBob squirting mustard on Mr. Scallop's patty then putting the bun on] Okay, SpongeBob, that'll be all. [SpongeBob lifts up his hat then puts it back down and leaves] He's nobody. [Gene takes the Krabby Patty and takes one bite then leaves without saying a word] We're doomed! [cut to news on the TV as cats meow]
",5
10154,Barbara,89," And there were no survivors.
",5
10155,Bob,89," Thank you, Barbara.
",5
10156,Barbara,89," Thank you, Bob.
",5
10157,Squidward,89," She is so tacky.
",5
10158,Bob,89," And now it's time for ""Bottom Feeding"" with Gene Scallop.
",5
10159,Mr. Krabs,89," Turn it up, Squidward. [Squidward turns it up]
",5
10160,Gene Scallop,89," Thank you, Bob. This week, I visited—
",5
10161,Bob,89," You're welcome, Gene.
",5
10162,Gene Scallop,89," [clears throat and moves his glasses] This week, I reviewed The Krusty Krab restaurant, a local burger joint that's second to none; or should I say second to ""run,"" since this critic wanted to make like a banana and peel out the minute he saw how drab this Krab really was.
",5
10163,Barbara,89," That bad, huh Gene?
",5
10164,Gene Scallop,89," Barbara, once I stuck my beak through that door, my appetite flew South for the winter. I mean, I'm not ""kidding"" when I saw this restaurant smells like the rear-end of a goat. [customers smell the aroma, and a gas noise is heard]
",5
10165,Bob,89," And how was the service, Gene?
",5
10166,Gene Scallop,89," You could find livelier help in a graveyard and I'm not just ""coffin."" [two customers are whispering to each other] The management stunk so bad, I had to get my sweater dry cleaned on the way home... with me in it. [customers start mumbling and walking out]
",5
10167,Mr. Krabs,89," Hey, no, wait! Wait!
",5
10168,Gene Scallop,89," [too close to Barbara and Bob] However, at the end of my visit, I chowed down on a meal that titillated my taste buds and gratified my gullet. That Sponge behind the grill is no square when it comes to cooking. [excited talking as the customers rush to sit down at their tables for some food] If Krabs really wanted to soak up the dough, he'd sponge it up, he'd sponge it out, he'd oversponge it. You can never have too much Sponge. [Mr. Krabs' eyes turn into SpongeBob]
",5
10169,SpongeBob,89," Well, back to work.
",5
10170,Mr. Krabs,89," Ay, ay-ay-ay-ay... That's me boy, SpongeBob. That's me boy. [SpongeBob walks in the kitchen as a dollar sign while register rings keep sounding. Cut to a line of fish lined up at The Krusty Krab]
",5
10171,SpongeBob,89," La, la, la, la, la, la! Wow. [Mr. Krabs is working on putting a new sign called ""The Krusty Sponge""]
",5
10172,Mr. Krabs,89," Okay, a little lower, lower— that's perfect.
",5
10173,SpongeBob,89," Good morning, sir. What's with the new sign?
",5
10174,Mr. Krabs,89," Oh, just making a few cosmetic changes.
",5
10175,SpongeBob,89," Oh. you mean like when Squidward had that mole taken of his—
",5
10176,Mr. Krabs,89," Umm— yeah, a little bit like that. [cut to inside The Krusty Sponge where SpongeBob walks past Squidward, dressed in a SpongeBob costume with a sign behind saying ""As Seen on TV""]
",5
10177,SpongeBob,89," Morning, Squidward. Ooh! Squidward, where did you find those shoes? [Squidward hisses at SpongeBob]
",5
10178,Tyler,89," Look, it's him! [walks up to Squidward] Mr. SquarePants, can I have your autograph?
",5
10179,Squidward,89," No.
",5
10180,Tyler,89," But, why?
",5
10181,Squidward,89," Well, the first reason is, I have no use of my arms. see? [shakes his arms, but accidentally hits Tyler]
",5
10182,Tyler,89," Hey!
",5
10183,Mr. Krabs,89," Hey, what's going on over here?
",5
10184,Tyler,89," He hit me. just because I wanted his autograph.
",5
10185,Mr. Krabs,89," Squidward! I'm sorry, little girl. Of course you can have his autograph— for $5.
",5
10186,Tyler,89," What a rip. [walks away. grumbles madly, goes to table]
",5
10187,Mr. Krabs,89," Look at these, Squidward! [holds up napkins that have SpongeBob's face on them]
",5
10188,Squidward,89," Looks like some horrific shroud.
",5
10189,Mr. Krabs,89," They're our new Krusty Sponge napkins! Extra absorbent.
",5
10190,Squidward,89," You really need to see a doctor.
",5
10191,Mr. Krabs,89," Oh, that reminds me, Squidward. I need you to unpack these boxes. [points to a stack of boxes that say ""KK"" on them]
",5
10192,Squidward,89," What's in them?
",5
10193,Mr. Krabs,89," [takes out two bottles that have SpongeBob's face as a label and red nozzles] Condiments. We got ""Tangy Spongy Sauce"" and ""Mild Bobby Sauce"" for the not-so-daring.
",5
10194,Squidward,89," Oh, clever. [SpongeBob runs up to Mr. Krabs]
",5
10195,SpongeBob,89," Captain! My spatula's missing, sir!
",5
10196,Mr. Krabs,89," I got it right here. Here you go, Squidward. [sticks it into the costume's forehead] You're on grill duty now.
",5
10197,Squidward,89," But that's SpongeBob's job!
",5
10198,Mr. Krabs,89," Don't worry, Squidward. I got something else lined up for him. [cut to SpongeBob as the engineer in the train that is going around The Krusty Krab] Step right up, folks! Take a ride on The Krusty Sponge Fun Train. Tickets are only $1.98. Seatbelts not included. [everyone cheers. cut to the kitchen, where Squidward is looking at the spatula that is on the grill]
",5
10199,Squidward,89," Okay, how am I going to do this now? Umm— [grunts while trying to get the spatula. hits it with one of the costume arms and hits himself in the forehead sending him back into pots and pans] Mommy, is that you? [outside, SpongeBob is tired pedaling the train]
",5
10200,SpongeBob,89," Okay, Mr. Krabs. I really think I should be getting back to the grill, now.
",5
10201,Mr. Krabs,89," Are you kidding, lad? Just look at these paying customers! [uses the megaphone] Who's ready for another lap? [everyone cheers] Keep on truckin' SpongeBob. I've got some important business to see to in me office. [cut to Squidward, still in the SpongeBob costume, entering Mr. Krabs' office]
",5
10202,Squidward,89," Mr. Krabs? Uh, this is a bad time, isn't it? [Mr. Krabs is bathing in his money]
",5
10203,Mr. Krabs,89," No.
",5
10204,Squidward,89," Well, there are some men out back with a delivery and want you to sign.
",5
10205,Mr. Krabs,89," Okay, Tell them I'll be right out.
",5
10206,Squidward,89," Got it. [as he turns around, he hits his head on the top of the door entrance] Ow. [mutters]
",5
10207,Mr. Krabs,89," And let's watch the language, Squidward. [cut to Mr. Krabs signing for the packages]
",5
10208,Joe,89," Just sign here, here and here.
",5
10209,Mr. Krabs,89," My pleasure.
",5
10210,Squidward,89," What the heck is this stuff?
",5
10211,Mr. Krabs,89," I'm glad you asked. We got SpongeBob drinking straws— [shows a green straw with SpongeBob in the middle] coasters— [holds up two coasters with SpongeBob's face on them] bibs— [holds up a bib with SpongeBob's face on it that says ""I soiled myself at The Krusty Sponge""] and me personal favorite, SpongeBob ice cubes! [shows them but melt away] Aww.
",5
10212,Squidward,89," Mr. Krabs, don't you think you might be taking all this a little bit too far?
",5
10213,Mr. Krabs,89," Get back to work, SpongeBob. I'll be in me SpongeBob if you SpongeBob me. [walks away. cut to Squidward flipping a patty and laughing] Whoops! [sets three boxes down on the floor] There you go, Squidward.
",5
10214,Squidward,89," Now what?
",5
10215,Mr. Krabs,89," Oh, you're going to love this. Spongy Patties. [shows a yellow patty with green holes]
",5
10216,Squidward,89," Spongy Patties?
",5
10217,Mr. Krabs,89," Yeah. I want you to start using them instead of the other ones. [tosses one on the grill]
",5
10218,Squidward,89," Where'd you get them?
",5
10219,Mr. Krabs,89," They were just in the boxes of patties we didn't have room for in the freezer. They turned yellow. Got to keep those SpongeBob ice cubes somewhere, you know.
",5
10220,Squidward,89," You mean to tell me you actually expect people to pay $1.98 for a rotten patty?
",5
10221,Mr. Krabs,89," Squidward, you're right! All this instant success must be scrambling my brains! We'll make them $2.98. [shuts the kitchen door. cut to SpongeBob blowing the whistle on the Fun Train but really tired]
",5
10222,SpongeBob,89," All aboard.
",5
10223,Peterson,89," Hey, we didn't pay $3.00 to watch you take a nap.
",5
10224,Sally,89," That's the worst SpongeBob costume I've ever seen. [all the passengers chant] Ride, ride, ride, ride, ride, ride, ride, ride, ride, ride! [SpongeBob sneaks away and takes the statue of himself, where Billy is going to get a picture by a camera by Harold, and puts it in his seat of the Fun Train then squeezes through the doors of The Krusty Krab]
",5
10225,SpongeBob,89," Oh, boy. what a day. What's next? A zombie invasion? [screams after Buddy, Bill, Tina, Sadie, Sandals and Frank with green holes walking around like zombies] Mr. Krabs, open up! We're being attacked by a bunch of zombies that look like me.
",5
10226,Mr. Krabs,89," Uh, go away, please, I'm busy.
",5
10227,SpongeBob,89," Please, you don't understand! They're all splotchy and yellow with distended bellies. [screams as the zombies walk towards him] Open up, open up, open up, open up. [bangs on the door hard enough to where it collapses on the floor]
",5
10228,Mr. Krabs,89," Who? [Mr. Krabs is dressed in a nice shirt with a pile of money in the chair across from him]
",5
10229,SpongeBob,89," Mr. Krabs?
",5
10230,Mr. Krabs,89," SpongeBob— [gasps] Great Neptune's mother's stockings! Zombies— they're here to eat me money. [tries to go back into his office but SpongeBob grabs him]
",5
10231,SpongeBob,89," Wait! They're not zombies, Mr. Krabs. They're your customers— look. [two fish are sitting at the table. One is yellow with green holes and the other one is normal-looking]
",5
10232,Sandals,89," [groans] I ate this yellow Krabby Patty and now I feel sick.
",5
10233,Bailiff,89," Krabby Patty? [takes a bite and spits out then walks up to Mr. Krabs] Man, you've got some serious problems. If you're trying to pass that off as a Krabby Patty—
",5
10234,Mr. Krabs,89," It's a... It's a Spongy Patty. [Bailiff turns yellow with green holes]
",5
10235,SpongeBob,89," Mr. Krabs, what have you done? You poisoned all these people.
",5
10236,Mr. Krabs,89," No! But... I just... just... I can explain, I... [Mr. Krabs looks down at his wrists because they are in handcuffs] What the...?
",5
10237,Bailiff,89," [shows his police badge] Tell it to the judge, Krabs. [cut to the courtroom]
",5
10238,Guard,89," Calling the courtroom to attention in the case ""People of Bikini Bottom vs. Mr. Krabs."" The honorable Judge Horace A. Whopper presiding.
",5
10239,Judge Horace A. Whopper,89," [clears throat] Has the jury reached a verdict? [jury is all yellow with green holes. Gene Scallop stands up and is yellow with green holes, too]
",5
10240,Gene Scallop,89," [along with angry fish, except Tina who is not angry] We have, your honor. We the jury find the defendant, Eugene A. Krabs, guilty of all charges.
",5
10241,Judge Horace A. Whopper,89," Very well. Does the defendant have anything to say before we send him down the river?
",5
10242,Mr. Krabs,89," [sadly] No, your honor.
",5
10243,Judge Horace A. Whopper,89," Very well. [bangs the SpongeBob gavel down. When he does, it laughs]
",5
10244,Mr. Krabs,89," Eh, hang on a second there, judge. That wouldn't happen to be a SpongeBob gavel you're using?
",5
10245,Judge Horace A. Whopper,89," Oh, why, yes. It's my prized possession. I am a huge SpongeBob fan.
",5
10246,Mr. Krabs,89," Permission to approach the bench, your honor! [cut to a patty being flipped on the grill]
",5
10247,SpongeBob,89," Sure is glad to be back behind the grill where I belong, Mr. Krabs.
",5
10248,Mr. Krabs,89," It's good to have you back, boy. Let's see how Squidward's enjoying his new position. [outside, Squidward, still in the SpongeBob costume, is giving the judge a ride on the Fun Train. The judge has a whip in his hand] Take him around as many times as you like.
",5
10249,Judge Horace A. Whopper,89," I just might have to take you up on that. [winks and cracks his whip so Squidward goes faster]
",5
10250,Mr. Krabs,89," [sighs] I love a happy ending.
",5
10251,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",90," Sponge Out of Water


SpongeBob SquarePants 3


",5
10252,"
The SpongeBob Movie",90," Sponge Out of Water
",5
10253,"
Specials


Plankton's Special Sinister Commentary


Square Roots",90," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",5
10254,"
Square Roots",90," The Story of SpongeBob SquarePants
",5
10255,"
SpongeBob SquarePants 4-D",90," Ride
",5
10256,"
SpongeBob SquarePants 4-D",90," The Great Jelly Rescue!
",5
10257,Patrick,90," There, there, SpongeBob. No need to cry.
",5
10258,SpongeBob,90," [He pops off Patrick's shoulder] Yes, there is, Patrick. Sandy's been gone for two whole days.
",5
10259,Patrick,90," Two whole days?! [tears pour out of his eyes like a hose as he begins to wail]
",5
10260,SpongeBob,90," Oh, why'd she have to go to that science convention in Tejas?!
",5
10261,Patrick,90," Tejas! [Cries]
",5
10262,SpongeBob,90," [sniffles, looks at his watch] She won't be back for one more hour, 26 minutes and 47 seconds.
",5
10263,Patrick,90," Oh, 47 seconds! [SpongeBob and Patrick cry tears in each others faces] I miss Sandy so much. Her tentacles, [waves his arms] the way she plays clarinet, her massive nose. [a nose like Squidward's pops onto his face]
",5
10264,SpongeBob,90," Patrick, that's Squidward. [Patrick's Squidward-like nose disappears] He's not gone, he's right here. [pan over to Squidward planting a flower]
",5
10265,Squidward,90," [He is shown wearing a gardening hat and holding a shovel and holding a flower in one hand and a trowel in the other. He is also digging a hole. He finishes digging the hole and looks at SpongeBob.] No, I'm not. [drops the flower into the ground and walks into his home, slamming the door behind him]
",5
10266,SpongeBob,90," I sure do miss that squirrel. [sniff] Her karate chopping, [karate chops ground] that ten-gallon glass dome over her dome. And who can forget those buck teeth? [his buck teeth come together and sparkle. They return to normal.] After Sandy gets back, we're gonna let her know just how much we miss her.
",5
10267,Patrick,90," Is Sandy the one I call Mom?
",5
10268,SpongeBob,90," No, Patrick, that's your mother. But that does give me an idea. We'll throw Sandy the mother of all welcome home parties! Patrick, to the treedome! [runs off, distorted trumpet fanfare plays]
",5
10269,Patrick,90," Wa-hey! [Patrick runs after SpongeBob.]
",5
10270,SpongeBob,90," Ah. [cake is shown, with two red hearts on the both sides of the of the word ""Home."" SpongeBob sets the icing down. The cake is missing from the tray and SpongeBob gasps. Patrick is next to him eating the cake. His water helmet is sitting on the table. He notices SpongeBob glaring at him, pulls the cake out of his mouth and sets it on the tray. The cake is now in the shape of Texas] Huh? [View of the cake. The two red hearts are at the top of the Texas-shaped cake, above the words ""Welcome Home Sandy!"" written in cursive. The 'y' in 'Sandy' curls down to a waving SpongeBob and Patrick decoration. The two smile, SpongeBob has a ""good job"" type smile and Patrick has a reluctant smile. There is another balloon transition to Patrick and SpongeBob pulling ropes to hang a blue ""WELCOME 'DOME' SANDY"" banner in the branches of the tree. A wooden sign points out from the top of the tree that reads ""WE MISSED YOU!"" Balloons are hung in the tree's branches as well as pink banners.] We've readied this place for Sandy's arrival, which should be about... [He looks at his watch] ...Whoo, right now. [The normal submarine-like bus comes down the road, pulls up to Sandy's house and stops. The door opens and Sandy walks out, carrying a suitcase. Patrick and SpongeBob run out from the treedome and stop in front of Sandy. SpongeBob sings] Welcome home, Sandy, you know that we missed ya.
",5
10271,Nat Peterson,90," [Off-Screen] No! [On-Screen] No one wants to hear you sing!
",5
10272,Sandy,90," Sorry, SpongeBob, he's got a fierce no-singing policy. [bus drives off]
",5
10273,SpongeBob,90," That's quite alright, Miss Cheeks. As long you don't have a fierce no-partying policy. [Sandy giggles. The three go inside the treedome] First, cake, then we'll karate-chop, and then...
",5
10274,Sandy,90," [She notices the decorations the two had put up earlier] Wow, guys. You two, uh... [she scratches her neck. All but her helmet is on] Really know how to, uh.. [scratches her back] Throw a party.
",5
10275,SpongeBob,90," I knew it! You have been itching to see us.
",5
10276,Sandy,90," Well, something's making my skin crawl.
",5
10277,SpongeBob,90," Maybe a slice of cake will take your mind off of your crawling hide. [The scene changes to show the three at the picnic table with cake.] Patrick and I made this cake especially for your return. [SpongeBob passes a slice of the cake to Patrick]
",5
10278,Patrick,90," This is gonna taste so good again.
",5
10279,SpongeBob,90," Dig in, Sandy. [Sandy is scratching her back with a fork] Uh...
",5
10280,Sandy,90," Looks... Tasty, SpongeBob.
",5
10281,SpongeBob,90," [He drops his fork] Are you okay, Sandy?
",5
10282,Sandy,90," I'm fine! My skin just hasn't adjusted to this here underwater air. [Sandy's fur begins to be pulled out with her scratching, it floats onto SpongeBob's plate and slice of cake. He moves the plate away with his fork, looking disgusted. He looks over to Patrick and sees him combing the hair on his cake, formed into a mustache and hairdo]
",5
10283,SpongeBob,90," Uh.. Hey, Sandy. Sandy. [he pokes her back, and holds up a pink box with a red ribbon on it] Surprise! [He sets it on the table] Patrick and I chipped in and got ya' a little somethin' somethin'.
",5
10284,Sandy,90," Aww, guys, you shouldn't have. [she rips the wrapping and lid off of the box, and lifts up a purple sandboard] A new itch board? I mean, a new snowboard? Boy, I sure can't wait to scratch this down chafe mountain.
",5
10285,SpongeBob,90," Don't you mean ride this down Scab Mountain?
",5
10286,Sandy,90," Thank you very rawness, SpongeBob and Pat.
",5
10287,SpongeBob,90," Uh, you're welcome, Sandy. Hey, uh, are you still up for some karate chops?
",5
10288,Sandy,90," [Still scratching her neck] Rashy sore. I mean, sure.
",5
10289,SpongeBob,90," [The scene changes to show SpongeBob and Sandy in there Karate Gear (except for the helmet)] Ya ready? [Sandy scratches her back with her karate gloves on] And how 'bout now? You ready?
",5
10290,Sandy,90," [Sandy gets on the floor and scratches her head like a dog, then gets up and scratches her arm] Creepin' critters, feels like somethin's bitin' me. [She looks at her arm closely, her eyes move back and forth, she spots a flea. The flea is biting Sandy's skin. The flea looks up and screeches] I've got a flea? Well, I ain't gonna take that without a fight. [She karate chops her arm] Hi...yah! [The flea jumps off Sandy's arm and lands on her leg] I'll get ya. [She chops her leg three times and tosses her gloves away. She starts biting her leg. SpongeBob and Patrick stare at her, then look at each other. Sandy scratches her leg and her back with her hands, then turns over to scratch her back. SpongeBob walks over] SpongeBob, my suitcase. Hurry. [SpongeBob brings over a blue suitcase. Sandy opens it] I'm ashamed to say this, SpongeBob, but while I was in Texas, I seem to have picked up a flea. [She digs around for something]
",5
10291,SpongeBob,90," What's a flea?
",5
10292,Sandy,90," A flea is a dastardly little vermin that bites us air breathers. But this here flea collar will send the critter a-runnin'. [Flea jumps off Sandy and lands on SpongeBob's hand. The flea screeches]
",5
10293,SpongeBob,90," [laughs] He tickles! Oh, this isn't so bad! [flea bites him] Ow! [gasps] He bit me! Got any more of those fancy collars, Sandy?
",5
10294,Sandy,90," No, but you can use this one right quick. [She puts the collar on SpongeBob's wrist. The flea jumps off SpongeBob and lands on Patrick's belly]
",5
10295,Patrick,90," Ow! Ah, Ooh, ow, ooh, ah, yah, aah. [Breathes heavily and then laughs] Connect the dots. [pulls out a pencil and draws lines between the bite marks] I drawed a horsey. [we see the ""horse"" he drew for a moment and the flea still bites him] Ouch! Why does this flea keep biting me?
",5
10296,Sandy,90," 'Cause he's hungry. When a flea bites you, it's 'cause he's sucking up your blood for nutrition.
",5
