index,character,episode,line,season
19298,JACK,103, Hey. Hi Cosmo.,6
19299,KRAMER,103," Oh, hey, Jack. How you doing?",6
19300,JERRY,103, Hi Jack.,6
19301,JERRY,103," Hey, Julio. I was wondering, could you get to that shower today,       ",6
19302,JULIO,103," Oh, I see. When you need something done, you're very friendly         to ",6
19303,JERRY,103," (defensive) No no, that's not true!",6
19304,JULIO,103," (accusing) Well, I think it is! It's a big building, Seinfeld,       ",6
19305,NURSE,103," Yeah, she's upstairs, playing cards.",6
19306,JERRY,103," You know, she really doesn't belong here. My uncle put her here,       ",6
19307,NURSE,103," Well, she seems very happy. She met an old friend who used to       ",6
19308,JERRY,103, Buddy?,6
19309,NURSE,103," Yes, that's his name. He's right over there.",6
19310,WENDY,103," (smiling) I'm sorry, I don't owe you anything. I had some ",6
19311,GEORGE,103," (irascible) Oh, I see. So your time is more valuable than mine.       ",6
19312,WENDY,103, A delicate genius?,6
19313,GEORGE,103, Elaine?,6
19314,ELAINE,103, (surprised) George!,6
19315,GEORGE,103, (leaving) Hah. Good luck.,6
19316,WENDY,103, What's going on?,6
19317,ELAINE,103," (feeling her arm) Wendy, I injured my shoulder, Wednesday, when       ",6
19318,WENDY,103," Oh sure. You have insurance, right?",6
19319,ELAINE,103, (shocked) Insurance? You're charging me?,6
19320,GEORGE,103," Wednesday? That's your personal business?! (stalks over to the       ",6
19321,WENDY,103, How did you hear that?,6
19322,GEORGE,103, I hear everything.,6
19323,WENDY,103," I mean, why don't you two just take your business elsewhere, ",6
19324,ELAINE,103," Oh, huh huh, that is a good idea. C'mon George.",6
19325,GEORGE,103, Yeah. Let's go.,6
19326,ELAINE,103," (pointedly) And you know, you might wanna do something about       ",6
19327,WENDY,103," Why, what's wrong with my hair?",6
19328,ELAINE,103," Huh, I think it's a little old-fashioned. Don't you? (to ",6
19329,RECEPTIONIST,103, She's right.,6
19330,JERRY,103, So you were with him that day at the track?,6
19331,BUDDY,103, Oh yeah. He won a thousand dollars. His son was there too.,6
19332,JERRY,103, Leo?,6
19333,BUDDY,103," Yeah, that's it. Leo. Ooh, what an obnoxious little kid. He used       ",6
19334,JERRY,103, Is that so?,6
19335,BUDDY,103," And, after your grandfather hit the daily double, he gave him         a ",6
19336,JERRY,103," Well, that's very interesting.",6
19337,JERRY,103," (standing) Uncle Leo! I just met an old acquaintance of yours.       ",6
19338,LEO,103, (defensive) One second...,6
19339,JERRY,103, (with a triumphant point) You're busted!,6
19340,JERRY,103," Hey, Steve. How you doing?",6
19341,JERRY,103," Hey, Jeff. What's happening?",6
19342,JERRY,103," Mary! Oh, Mary! Give us a kiss.",6
19343,JERRY,103," Don't be like that, Mary. C'mon, I made a mistake!",6
19344,MARY,103," (contemptuous) Look, why don't you do everybody a favour, and ",6
19345,JEFF,103, Hi Mary.,6
19346,MARY,103, Hi Jeff. How are you?,6
19347,MARY,103, Hi Pete. How you doing?,6
19348,PETE,103," Hey, let's go get some coffee.",6
19349,JEFF,103, Great idea.,6
19350,MARY,103," Oh, that'd be great.",6
19351,JERRY,103," Oh, Paul, could you hold that door...",6
19352,KRAMER,103, Hi.,6
19353,JERRY,103, Hey. Could I use your shower?,6
19354,KRAMER,103," What, again? You took one this morning.",6
19355,JERRY,103," (pleading) I got a date. C'mon, please.",6
19356,KRAMER,103," I know but I... (waves toward the interior of his apartment)       ",6
19357,KRAMER,103, (leaning to look round Kramer) Wendy here?,6
19358,KRAMER,103," No no no. She changed her hairstyle, (pulls a face) it's ",6
19359,GUY,103, I'll go get some more beer.,6
19360,KRAMER,103," Oh yeah, yeah, great. (calling after the guy) And get some of       ",6
19361,KRAMER,103, Hey.,6
19362,STEFANIE,103, Hi Cosmo.,6
19363,KRAMER,103, Hi.,6
19364,STEFANIE,103, (kisses Kramer hello) Mmmwah.,6
19365,KRAMER,103," Ooh, I like that.",6
19366,JERRY,103, (impressed) Who's that?,6
19367,KRAMER,103, Stefanie. 2-G.,6
19368,JERRY,103, Oh man. Looks like you got quite a few people here.,6
19369,KRAMER,103," Yeah yeah. Well uh, you know, I'd invite you in, but uhm... you       ",6
19370,JERRY,103," (rueful acceptance) Oh, yeah, I understand.",6
19371,Broadcast on,105, 16 Mar 95 ,6
19372,Written by,105, Gregg Kavet & Andy Robin ,6
19373,Directed by,105, Andy Ackerman,6
19374,George,105," "" That guy was amazing, he could dunk and he was my               height...What ",6
19375,Jerry,105," ""Jimmy""",6
19376,George,105," ""Jimmy, right.""",6
19377,Jerry,105," ""I dunno how you could forget . He kept reffering to               himself in the ",6
19378,George,105," ""Ah! your just mad 'cause we beat ya.""",6
19379,Kramer,105," ""Jerry it's my fault .I couldn't make a shot. These               losses they stay ",6
19380,George,105," ""HEY! JIMMY!!! ha ha ha........Great game.""",6
19381,Jimmy,105," ""OH yeah.......Jimmy played pretty good.""",6
19382,George,105," ""Hey you know , I felt we had like a synergy out there,you               know, ",6
19383,Kramer,105," ""What d'you got there?""",6
19384,Jimmy,105," ""These?""",6
19385,Kramer,105," ""Yeah""",6
19386,Jimmy,105," ""These are Jimmy's training shoes.""",6
19387,George,105," ""Yeah,yeah yeah yeah! I've seen these.....they sorta               ..they make ",6
19388,Jimmy,105," ""Oh yeah! Jimmy couldn't jump at all before he got               these. Jimmy was ",6
19389,Kramer,105," ""They're Plyometric.(sp?)""",6
19390,George,105," ""Plyometric?""",6
19391,Kramer,105," ""Yeah! They isolate the muscles. The muscle has to               grow....or die.""",6
19392,George,105," (to Jimmy) Wh...Where d'you get'em?""",6
19393,Jimmy,105," ""Jimmy sells'em.""",6
19394,George,105," ""You sell them?""",6
19395,Jimmy,105," ""Oh yeah! But Jimmy's all out right now. Moving to               Manhattan set ",6
19396,George,105," ""Hey listen ,let me give you my card. It's got my               home number on it. ",6
19397,Jimmy,105," ""All right""",6
19398,George,105," ""All right Jimmy Good talking to ya.""",6
19399,Jimmy,105," ""Jimmy'll see you around.""",6
19400,George,105," ""What day is today?....Aw. ..Tuesday! Damn it. I shouldn't               have ",6
19401,Jerry,105," ""Why. You took a shower?""",6
19402,George,105," ""Aahhrgh...it wouldn't take...... long pause, audience               laughter) ",6
19403,Kramer,105," ""You should take cold showers.""",6
19404,George,105," ""Cold showers? They're for psychotics.""",6
19405,George,105," ""All right, I'll see you guys later.""",6
19406,Jerry,105," ""Aw right.""",6
19407,Kramer,105," ""So, you're heading home?""",6
19408,Jerry,105," ""No...Got dental appointment.""",6
19409,Kramer,105," ""Ah! what.. Tim Whatley?",6
19410,Jerry,105," ""Yeah!""",6
19411,Kramer,105," ""Oh yeah.! I got a check up on Thursday.""",6
19412,Jerry,105," ""Oh! How d'you like that?""",6
19413,Kramer,105," ""You know.. You really shouldn't brush 24 hours before               seeing the ",6
19414,Jerry,105," ""I think that's eat 24 hours before surgery.""",6
19415,Kramer,105," ""Oh no, you got to eat before surgery, you need your               strength.""",6
19416,Scene two,105, Meeting at Yankee Stadium.,6
19417,Wilhem,105," ""I called this meeting because we......have........a               problem. For ",6
19418,Wilhem,105," ""They took a pitching machine, a batting cage ,the               in-field tarp and ",6
19419,George,105," (still puffing)"" Whoa!!""",6
19420,Wilhem,105," ""If anybody here knows anything about it I recommend               strongly ",6
19421,Receptionist,105," ""Dr Whatley's running a little late. If you'd               like to take a ",6
19422,Jerry,105," ""All right.""",6
19423,Elaine,105," ""Oh! Okay. Right. Thanks Mr Pitt....'kay. ..goodbye.""",6
19424,Elaine,105," (to Jerry) ""Hey ! You want to go see ""The Velvet               Fog"".",6
19425,Jerry,105," ""The Velvet fog?""",6
19426,Elaine,105," ""Yeah! Mel Torm, That's his nickname.""",6
19427,Jerry,105," ""What the hell his a velvet fog.""",6
19428,Elaine,105," ""Do you wanna go or not?""",6
19429,Jerry,105," ""Well , where is it?.""",6
19430,Elaine,105," ""He's performing at this AMCA benefit.""",6
19431,Jerry,105," ""AMCA?""",6
19432,Elaine,105," ""Able Mentally Challenged Adults""",6
19433,Jerry,105," ""Naaaaaa...I can't watch a man sing a song.""",6
19434,Elaine,105," ""What are you..crazy?""",6
19435,Jerry,105," ""They get all emotional , they sway. It's embarrassing.""",6
19436,Elaine,105," ""Well, what am I gonna do for a date.?...Oh! do you               know that ",6
19437,Jerry,105," ""I don't think so.""",6
19438,Elaine,105," ""Yeah yeah! He's really handsome with those...""",6
19439,Jerry,105," (interrupting) ""Elaine , I really don't...............pay               much ",6
19440,Elaine,105," ""You can't find beauty in a man?""",6
19441,Jerry,105," ""No... I find them repugnant and unappealing.""",6
19442,Kramer,105," ""Hey!""",6
19443,Jerry,105," (pointing Kramer) ""To wit""",6
19444,Kramer,105," ""What?""",6
19445,Jerry,105," ""No ,Elaine and I we're just discussing whether I could               admit a man ",6
19446,Kramer,105," "" Hmm! Oh! Yeah. I'll tell you who is an attractive               man; Gorge Will.""",6
19447,Jerry,105," ""Really!""",6
19448,Kramer,105," ""Yeah! He has clean looks, scrubbed and shampooed               and....""",6
19449,Elaine,105," ""He's smart....""",6
19450,Kramer,105," ""No, no I don't find him all that bright.""",6
19451,Kramer,105," ""So you got any cavities?""",6
19452,Jerry,105," ""Just one....gotta go back.....Oh but get this. Elaine,               you will ",6
19453,Elaine,105," ""Penthouse?""",6
19454,Jerry,105," ""Yeah!!! What is that? I mean isn't that sick. I mean               , I'd be ",6
19455,Kramer,105," ""So what's wrong with that?",6
19456,Jerry,105," (outraged) He's a doctor!.I mean it's supposed to be like               a sterile ",6
19457,Kramer,105," ""So... Did you take a look?""",6
19458,Jerry,105," ""Of course.... But that's got nothing to do with it.""",6
19459,Kramer,105," ""Well I'll tell you I'm looking forward to my appointment               on ",6
19460,George,105," ""Hey""",6
19461,Elaine,105," ""Hey! Hey! listen ... Do one of you guys know that               ..that blond guy ",6
19462,George,105," (head down low) I...I wouldn't know""",6
19463,Elaine,105," ""You know that just admitting a man is handsome doesn't               necessarily ",6
19464,George,105," ""It doesn't help""",6
19465,Elaine,105," ""All right, I'm gone""",6
19466,George,105," ""I'll see you.""",6
19467,George,105," (to Jerry) ""You know those shoes that Jimmy had? I               cut a deal with ",6
19468,Jerry,105," ""What are you doing that for, you got a job""",6
19469,George,105," ""There's a lot of money in this.. He's got a proven               sales method""",6
19470,Jerry,105," "" Yeah! What's that.""",6
19471,George,105," ""He jumps!""",6
19472,Jerry,105," ""Jimmy's got a record. Jimmy's jumping for dollars.               Jimmt and George ",6
19473,George,105," ""Will you stop with the Jimmies""",6
19474,Kramer,105," ""Hey! What's this?""",6
19475,Jerry,105," ""Kom Pau(sp?""",6
19476,Kramer,105," ""(gasp_)......Kom Pau........""",6
19477,Elaine,105," (We hear what she thinks) Look at me....Look at Mee!. Come               on. I'm ",6
19478,Jimmy,105," ""You know...Jimmy is pretty sweet on you.""",6
19479,Elaine,105," ""Aaaaaahhh! He is?!""",6
19480,Jimmy,105," ""Oh yeah!. Jimmy's been watching you....you're just               Jimmy's type.""",6
19481,Elaine,105," ""AAaaaaahhh! Really?""(giggles)",6
19482,Jimmy,105," ""Jimmy's new in town. Jimmy hem ..doesn't really know               anyone.""",6
19483,Elaine,105," ""Oh! well I'd like, like to get to know him.""",6
19484,Jimmy,105," ""Jimmy would like to get to know you.""",6
19485,Elaine,105," ""Ha....""",6
19486,Whatley,105," ""Hey! Kramer""",6
19487,Kramer,105," ""Boy , you're looking sharp there Tim.""",6
19488,Whatley,105," ""Yeah Well....I do what I can. How've you been.""",6
19489,Kramer,105," ""Euh.. Fine , good , yeah! Just been occupying myself               with some of ",6
19490,Whatley,105," ""So what'ill it be? Novocaine?""",6
19491,Kramer,105," ""Oh yes, yes indeed.""",6
19492,Whatley,105," ""Why don't we just clear a path first.""",6
19493,Kramer,105," ""yeah, yeah, lets do that.""",6
19494,Whatley,105," ""You remember Mr. Thirsty.""",6
19495,Kramer,105," ""All right euhhm.....""",6
19496,Jerry,105," ""Ahh! You too with these?""",6
19497,Kramer,105," (still under the effects of the Novocaine slurrs his words               heavily) ",6
19498,Jerry,105," ""So what did Tim say?""",6
19499,Kramer,105," ""Wellhum....He th'aid I gotta cut out the SsssfKittles.""",6
19500,Jerry,105," ""Looks like he gave you some Novocaine""",6
19501,Kramer,105," ""Ohhh H'am loaded.""",6
19502,Jerry,105," ""So what about the Penthouse. Did you ask him?""",6
19503,Kramer,105," ""Well he said that humm.. you know.that it helps his               pathients relax ",6
19504,a little bit..and he's got a new polithy,105," Adults only.""",6
19505,Jerry,105," ""Adults only?""",6
19506,Kramer,105," ""Yeah!!!""",6
19507,Jerry,105," ""What the hell's going on over there?""",6
19508,Kramer,105," ""Well you know its.. great. You know, no kids ..allowed.               you don't ",6
19509,Jerry,105," ""You find you need to use a lot of obscenities at the               dentist.",6
19510,Kramer,105," ""He..he... When they pull that needle out I let the               expletives fly.""",6
19511,Jerry,105," ""Hey! Hey! Watch it.!... You're drooling all over the               floor. How ",6
19512,Kramer,105," ""Well.. Aye can't hold the water.""",6
19513,Jimmy,105," ""Oh yeah!! ... Jimmy's ready.""",6
19514,Kramer,105," ""Hey Jimmy""",6
19515,George,105," ""Ha..harrr.""",6
19516,Jimmy,105," ""Jimmy's got some new moves.""",6
19517,Kramer,105," ""Go Jimmy"" ",6
19518,Jimmy,105," 'Check Jimmy out""",6
19519,Jimmy,105," ""Ooohhh!!!!! JIMMY'S DOWN.""",6
19520,Jimmy,105," ""Jimmy might have a compound fracture.. Jimmy's going               into shock!!""",6
19521,George,105," (angrily)""WHY WEREN'T YOU MORE CAREFUL WITH YOUR DROOL!""",6
19522,Kramer,105," ""HEY I'M DOING THE BEST I CAN!!!""",6
19523,Jerry,105," ""Why are you taking this so personally?""",6
19524,Kramer,105," (cries out) WELL I SAID I'M SORRY.""",6
19525,Jimmy,105," ( as he gets taken out) ""JIM....JIMMY WONT FORGET YOU               KRAMER...",6
19526,Kramer,105," ""BUT I CAN'T FEEL ANYTHING.""",6
19527,Kramer,105," ""HEY TAXI!!!.....TAXI!!""",6
19528,Kramer,105," ""Go ahead, go ahead you got it......(to the driver)               He's got it.""",6
19529,Kramer,105," ""No,No...You were here first.""",6
19530,Kramer,105," ""Lets share.. we share....Awight""",6
19531,Deansfrei,105," ""My name is Arnold Deensfrei. What is your name?""",6
19532,Kramer,105," ""Eh!! Cosmo Kramer. Nice to meet you""",6
19533,Kramer,105," (like rainman)""Yeah! heading home.""",6
19534,Kramer,105," ""Yeaheum ... You're not doing too bad yourself""",6
19535,George,105," ""Argh!!..Anyway...Jimmy couldn't be here today so               he asked me to ",6
19536,Kramer,105," (whose voice has returned to normal)"" THE VELVET FOG!!!!""",6
19537,Jerry,105," ""What about the Velvet Fog ?""",6
19538,Elaine,105," (as she comes in) ""What about the Velvet Fog?""",6
19539,kramer,105," ""Well...He's singing at a benefit and I'm gonna be               sitting at his table.""",6
19540,Elaine,105," ""I'm going to that!""",6
19541,Kramer,105," ""I'm a guest of honor.""",6
19542,Elaine,105," ""What are you talking about?""",6
19543,Kramer,105," ""Well this afternoon I shared a cab with this...a               hum..Deensfrei.""",6
19544,Elaine,105," ""Yeah, yeah! Arnold Deensfrei, he runs the AMCA """,6
19545,Kramer,105," ""Yeah! well ..that's the guy .He's organizing the               dinner.""",6
19546,Elaine,105," ""I know that but why are you going?""",6
19547,Kramer,105," ""Well, because we hit it off and he was very impressed               with what I do.""",6
19548,Elaine,105," ""What you do!!. You don't do anything.""",6
19549,Kramer,105," ""Well apparently I do something 'cause I'm sitting               at the head table with Mr. Mel Torm",6
19550,Elaine,105," (pointing at the shoes) ""What are those?""",6
19551,Kramer,105," ""Ehmm ..These are my vertical leap training shoes.""",6
19552,Jerry,105," ""Wait a second ..Where you wearing those shoes in the               cab?""",6
19553,Kramer,105," ""Yeah! yeah! right after I left the Y.""",6
19554,Jerry,105," ""Don't you see what's happened, he couldn't talk ,               he's wearing ",6
19555,Elaine,105," ""He thinks you're mentally challenged.""",6
19556,Jerry,105," ""Well...........you know.....""",6
19557,Elaine,105," ""Well ,what happens when you show up . He'll see that               you're not.?""",6
19558,Jerry,105," ""Not necessarily because.....""",6
19559,Whatley,105," ""Sheryl, would you ready the Nitro(???) please?""",6
19560,Jerry,105," ""Oh! where's Jennifer today?""",6
19561,Whatley,105," ""OH!! She's over at Dr.Cessman's office. We find               it fun to swap now ",6
19562,George,105," ""Whhhoooo!!!!""(taps on his desk loudly)",6
19563,George,105," ""Arrrrrrgh!! .. It's George.. Oh! Sports wholesaler.               yeah. yeah. .. ",6
19564,George,105," "".....Well. I'm sorry. Call you right back.""",6
19565,Wilhelm,105," ""So George. Have you heard anything about the missing               equipment?""",6
19566,George,105," ""No!...not...nothing.""",6
19567,Wilhelm,105," ""George, there's nothing I hate more than a liar.""",6
19568,George,105," ""Well...there's no room for someone like that in this               organization.""",6
19569,Wilhelm,105," ""Are you feeling all right George?""",6
19570,George,105," ""Hemmm!.. Fine!""",6
19571,Wilhelm,105," ""You look a little warm.""",6
19572,George,105," ""...It's the chicken""",6
19573,Wilhelm,105," ""You're a terrible liar George. Look at you, you're               a wreck!. ",6
19574,George,105," ""It's the Kom Pau ... George likes his chicken spicy.""",6
19575,Elaine,105," ""....Maybe you were still under the gas.Maybe you               were hallucinating ",6
19576,Jerry,105," ""I don't think so. I think they were getting dressed               and not only ",6
19577,Elaine,105," ""your shirt was out?""",6
19578,Jerry,105," ""I think so.""",6
19579,Elaine,105," ""Well, what kind of shirt was it.?""",6
19580,Jerry,105," ""You know! Like a tennis shirt.""",6
19581,Elaine,105," ""Oh! Well ... You don't tuck those in?""",6
19582,Jerry,105," ""Sometimes I tuck'em sometimes I don't""",6
19583,Elaine,105," ""Well. Were you tucked?""",6
19584,Jerry,105," ""I think I was tucked.!""",6
19585,Elaine,105," ""All right then say you were. I mean .. what do you               think could have ",6
19586,Jerry,105," ""I don't know but I was spitting out and rinsing like               there was no ",6
19587,Elaine,105," ""Ughhhh""",6
19588,Jerry,105," ""Is this guy a dentist or Caligula?""",6
19589,Elaine,105," ""What are you gettin'?""",6
19590,Elaine,105," ""Okay...So you were violated by two people while you               were under the ",6
19591,Jerry,105," "" But I'm damaged goods now.""",6
19592,Elaine,105," ""Join the club.""",6
19593,Jerry,105," ""Hey, by the way, did you ever call that guy from the               health club.?""",6
19594,Elaine,105," ""Oh yeah! Jimmy.""",6
19595,Jerry,105," ""Jimmy?",6
19596,Elaine,105," ""Ahum!""",6
19597,Jerry,105," ""That's the guy?""",6
19598,Elaine,105," ""Yeah!""",6
19599,Jerry,105," ""Can't believe your going out with him...""",6
19600,Elaine,105," ""Why?""",6
19601,Jerry,105," ""I dunno. He's so strange.'",6
19602,Elaine,105," ""How so?""",6
19603,Jerry,105," ""Did you notice he always refer to himself in the third               person. ",6
19604,Elaine,105," ""No No... That's not him. That's the guy who gave               me... Jimmy's ",6
19605,Jerry,105," ""That's Jimmy. That's the way he talks.""",6
19606,Elaine,105," ""I'm going to go see Mel Torm with him?""",6
19607,Jerry,105," ""Jimmy's gonna put the moves on Elaine..""",6
19608,George,105," ""I have to go see Steinbrenner later. Mr Wilhelm told               him that I ",6
19609,Jerry,105," ""Why?""",6
19610,George,105," ""'Cause when he questioned me about it I was sweating               from the Kom ",6
19611,Jerry,105," ""I don't know how you can eat that spicy chicken,""",6
19612,George,105," ""George likes spicy chicken.""",6
19613,Jerry,105," ""What's that?""",6
19614,George,105," ""....I like spicy chicken""",6
19615,Jerry,105," ""No no you said George likes spicy chicken.""",6
19616,George,105," ""No I didn't""",6
19617,Elaine,105," ""Yes you did you said George likes spicy chicken..",6
19618,Jerry,105," ""You're turning in to Jimmy.""",6
19619,George,105," ""George is getting upset..""",6
19620,Jimmy,105," ""So what do you want to see Jimmy about?""",6
19621,Elaine,105," ""Well.... (pointing at him) Jimmy!""",6
19622,Jimmy,105," ""Huh uh...""",6
19623,Elaine,105," ""About tonight hum.. there's been a little misunderstanding.""",6
19624,Jimmy,105," ""Ah! ... Jimmy doesn't like misunderstanding.""",6
19625,Elaine,105," ""Yeah. What happened was....""",6
19626,Jimmy,105," ""Jimmy and misunderstanding kinda clash.""",6
19627,Elaine,105," (suddenly intrigued) ""You know, I've never heard anyone               talk the way",6
19628,Jimmy,105," ""Well, Jimmy's very unusual.""",6
19629,Elaine,105," ""Well anyway hum.... see when I made the date, I thought               that ",6
19630,Jimmy,105," ""Hey look. Hank's got a new boyfriend. Jimmy's not               threatened by ",6
19631,Elaine,105," ""Elaine once tried to convert one but Elaine's not               going through ",6
19632,Kramer,105," ""I'm going to try and find some candy. You want some?""",6
19633,Elaine,105," ""Yeah!""",6
19634,Kramer,105," ""What kind?""",6
19635,Elaine,105," ""Hey Jimmy!!""",6
19636,Jimmy,105," ""I Elaine.""",6
19637,Elaine,105," ""Elaine got a new dress.""",6
19638,Jimmy ,105," ""Jimmy likes it.""",6
19639,Kramer,105," ""There's no candy around here. hey! Jimmy.""",6
19640,Jimmy,105," ""Well look who's here.""",6
19641,Kramer,105," ""Whooo!""",6
19642,Jimmy,105," ""That's the guy who sidelined Jimmy.""",6
19643,Kramer,105," ""What!""",6
19644,Jimmy,105," ""That's the guy who took the bread out of Jimmy's mouth.               Jimmy's out ",6
19645,Jimmy,105," ""Jimmy wants a piece of Kramer..(fighting ensues and               Jimmy gets ",6
19646,Jimmy,105," ""JIMMY'S GONNA GET YOU KRAMER!!. HANDS OFF JIMMY!!.               DON'T TOUCH ",6
19647,Kramer,105," (Keamer's voice starts slurring again) ""Yeah! My lips               swollen?""",6
19648,Kramer,105," ""No No I've been living alone a long time now.""",6
19649,Mel,105," ""Well I think that's the tops.""",6
19650,George,105," (knocks) You hem... wanted to see me Mr. Steinbrenner?""",6
19651,Stein,105," ""Yes George, come in ,come in.",6
19652,George,105," ""George would never do anything like that.""",6
19653,Stein,105," 'No why would I. I own it.""",6
19654,George,105," ""Right!""",6
19655,Stein,105," ""So what are you saying?""",6
19656,George,105," ""Why would George steal from the Yankees?""",6
19657,Stein,105," 'He wouldn't.""",6
19658,George,105," "" 'course not""",6
19659,Stein,105," ""Exactly..................(mumbles) I don't what the               hell's going on here.""",6
19660,George,105," ""Sir?""",6
19661,Stein,105," ""Nothing.""",6
19662,George,105," (energetically) ""Well seems it's about time for George's               lunch.""",6
19663,Stein,105," ""Yes it is. Well lets see what I have today. Darn it               It's ham & ",6
19664,Mel,105," ""Ladies and gentlemen....I want to dedicate this song               to a very ",6
19665,Kramer,105," ""Hey! Got the new Penthouse""",6
19666,Jerry,105," ""Where's my Mr. Goodbar?""",6
19667,Kramer,105," "" Ah! here here Listen...Dear Penthouse, I want to               tell you about ",6
19668,written by,106, Alec Berg & Jeff Schaffer,6
19669,directed,106, Andy Ackerman ,6
19670,Jerry,106," (word missing)....they call themselves exterminators but               they can't really do it. The best they can do ",6
19671,George,106," Jerry it's funny , Paula and I actually met because of               Elaine.",6
19672,Paula,106, Elaine is in my drawing class at the new school,6
19673,George,106, ..And I went down there one time to see...,6
19674,Jerry,106, (cuts in) A nude model.,6
19675,George,106, If Elaine wanted to get some coffee.,6
19676,Jerry,106," You know I went out once with a nude model. Never let me               see her naked. Hundreds of people see",6
19677,George,106, Are you through?,6
19678,Jerry,106, Yeah!,6
19679,George,106," So Anyway, I started to compliment Elaine on her sketches               and it turns out,they're Paula's.",6
19680,Paula,106," George, I just like to doodle",6
19681,George,106, Oh! Dropped a napkin...(Whispers) Jerry!,6
19682,Jerry,106, What?,6
19683,George,106," What are you doing?...She had those nuts in her mouth ,               she just spit them out.",6
19684,Jerry,106," (spits the nut) OooH!!! You. you ate these? You sucked on               these and put them on the plate?",6
19685,Shelly,106, Well I didn't know you were gonna eat them?,6
19686,Jerry,106, Soo...,6
19687,Shelly,106, I'm sorry you find me so repulsive?,6
19688,Jerry,106," No ,no I don't, I mean, Don't be silly..",6
19689,Shelly,106, Yeah!,6
19690,Jerry,106, It's just...,6
19691,Shelly,106," Well, hem ,if you'll excuse me I think I'll just go to               the ladies room.",6
19692,Paula,106, I'll join you.,6
19693,Jerry,106, Oh! man did you see that. I ate discarded food.,6
19694,George,106, Well I've done that.,6
19695,Jerry,106," Yeah, but with you it's intentional.",6
19696,George,106, Haven't you kissed her?,6
19697,Jerry,106," Yeah, but this is different , this is like ,you know, semi               digested food stuff. You know the next stop",6
19698,George,106," Excuse me just for a second. ( fixes his hair looking at               his reflection in a coffee pot.)",6
19699,George,106," This is dating , you can't leave anything to chance.",6
19700,Jerry,106," Hey ,You think that Shelly's upset that I made such a big               deal about the pecan.",6
19701,George,106," Hehummm , Yeah!",6
19702,Jerry,106, Thanks.,6
19703,George,106, No problem.,6
19704,Shelly,106," Well Jerry , I guess we should get going .",6
19705,Jerry,106, Ah! boy.,6
19706,George,106," Well , it was very nice meeting you Shelly and Jerry be               careful ,there's a lot of nuts out there.",6
19707,Paula,106, Can you grab my purse.,6
19708,George,106," Yeah.( reaches for the purse and finds a piece of paper               . he looks annoyed.",6
19709,Jerry,106, Yeah! So,6
19710,Jerry,106, Yeah! It's a doodle.,6
19711,George,106," Yeah!, a doodle of me...look at the size of the nose ,               the ears, all my features are distorted.",6
19712,Jerry,106, Oh!.It's an affectionate caricature.,6
19713,George,106, I'm grotesque . I look like a troll.,6
19714,Jerry,106, It's just a drawing.,6
19715,George,106," Don't you see what this says? How can you possibly like               somebody ,if you think they look like this?",6
19716,George,106, (gets up to leave the table) HELLO!!! (angrily),6
19717,Elaine,106, What is with him?,6
19718,Jerry,106, the usual,6
19719,Elaine,106," So, you know what? My friend Judy recommended me for a               job at Viking Press.",6
19720,Jerry,106, Good for you,6
19721,Elaine,106," Yeah! But get this. Viking has a deal with the Plaza Hotel,               they got a two bedroom suite, there ,",6
19722,Jerry,106," Oh! Come on, you told them you're from out-of-town just               so you could stay in a hotel room.",6
19723,Elaine,106," I know, I know Jerry.. but it's The Plazaaa... I've never               stayed there .It'll be like a little vacation",6
19724,Jerry,106, Well be sure to catch a Broadway show while you're in town.,6
19725,Elaine,106," ( laughs)Listen, I've used your parents address in Florida.",6
19726,Jerry,106, Oh! There coming to town tomorrow by the way.,6
19727,Elaine,106, Hey. What's this.?. ,6
19728,Jerry,106, Don't ask.,6
19729,Elaine,106, What is it ..A drawing of Mr. Magoo ,6
19730,Jerry,106," No ,it's George ( Elaine laughs heartily)",6
19731,Elaine,106, It is..,6
19732,George,106, You enjoying yourself? (More laughs from Elaine),6
19733,Elaine,106, Sorry.,6
19734,George,106, You see. You see! Listen when is your next drawing class?,6
19735,Elaine,106, Tomorrow .,6
19736,George,106," All right, I want you to do me a favor.",6
19737,Elaine,106, What?,6
19738,George,106, I want you to find out is she likes me.,6
19739,Elaine,106," Find out if likes you?. What, are you in High School?...George               come on can't you just talk to her yourself?",6
19740,George,106," But she's gonna know that I like her more than she likes               me.",6
19741,Jerry,106," You know my parents are coming in and I got some clean up               to do , so if you and Potsie are done scheming....",6
19742,Kramer,106," Well, they're in...",6
19743,Jerry,106, What's in?,6
19744,Kramer,106," The MACANAW PEACHES ,Jerry , the MACANAW PEACHES!!!!",6
19745,Jerry,106," Aah! .. right. The ones from Oregon that are only ripe for               two weeks a year..",6
19746,Kramer,106," Yeah Yeah I split a case with Newman..I waited all year               for this.. Oooh this is fantastic..",6
19747,Jerry,106," Nah, I don't wanna",6
19748,Kramer,106," Come on ,Just take a taste",6
19749,Jerry,106, I don't want it..,6
19750,Kramer,106, Come on JUST TASTE!!!,6
19751,Jerry,106, I DON'T WANT IT ....,6
19752,Kramer,106, HE..YA. AYA. AYYYYYAAAAA!!!!,6
19753,Jerry,106," I am not gonna taste your peach. I ate some one's pecan               last night, I'm not gonna eat your peach.",6
19754,Kramer,106," Jerry , this is a miracle of nature that exists for a brief               period. It's like the Aurora Borealis.",6
19755,Jerry,106, ..What is this?,6
19756,Kramer,106, What?,6
